,timestep_0,timestep_1,timestep_2,timestep_3,timestep_4,mean
generation_0,0.10701346397399902,0.3779139518737793,1.1648752689361572,2.4291341304779053,6.231780052185059,2.0621433734893797
generation_1,0.14145994186401367,0.27444958686828613,1.0731406211853027,1.8308253288269043,2.0996205806732178,1.0838992118835449
generation_2,0.1840975284576416,0.2815074920654297,0.9519538879394531,2.1801159381866455,3.858167886734009,1.4911685466766358
generation_3,0.32315993309020996,0.3752932548522949,1.446493148803711,2.5600597858428955,3.5984878540039062,1.6606987953186034
generation_4,0.38549351692199707,0.31764841079711914,1.7372932434082031,3.9433133602142334,4.938589096069336,2.2644675254821776
generation_5,0.25739336013793945,0.3702564239501953,1.7695608139038086,6.833507299423218,2.7300329208374023,2.3921501636505127
