accumulation,fitted_production
0.0,0.0
35.25596636709671,378.7670956212223
70.51193273419342,742.3731681247358
105.76789910129014,1091.0510064921452
141.02386546838684,1425.0333997050552
176.27983183548355,1744.5531367450706
211.53579820258028,2049.843006593797
246.79176456967699,2341.1357982328373
282.0477309367737,2618.6643006437976
317.3036973038704,2882.6613028082825
352.5596636709671,3133.359593707895
387.81563003806383,3370.9919623242436
423.07159640516056,3595.791197638929
458.32756277225724,3807.9900886335577
493.58352913935397,4007.8214242897357
528.8394955064507,4195.517993589066
564.0954618735474,4371.312585513153
599.351428240644,4535.437989043602
634.6073946077408,4688.126993162019
669.8633609748375,4829.612386850007
705.1193273419342,4960.126959089171
740.375293709031,5079.903498861118
775.6312600761277,5189.17479514745
810.8872264432243,5288.1736369297705
846.1431928103211,5377.132813189688
881.3991591774178,5456.285112908805
916.6551255445145,5525.863325068729
951.9110919116112,5586.100238651061
987.1670582787079,5637.228642637408
1022.4230246458046,5679.4813260093715
1057.6789910129014,5713.09107774856
1092.934957379998,5738.290686836579
1128.1909237470948,5755.312942255028
1163.4468901141915,5764.390632985516
1198.702856481288,5765.756548009646
1233.958822848385,5759.643476309025
1269.2147892154817,5746.284206865256
1304.4707555825782,5725.9115286599435
1339.726721949675,5698.758230674692
1374.9826883167718,5665.057101891107
1410.2386546838684,5625.0409312907905
1445.4946210509652,5578.942507855354
1480.750587418062,5526.994620566397
1516.0065537851585,5469.430058405528
1551.2625201522553,5406.481610354343
1586.518486519352,5338.382065394453
1621.7744528864487,5265.364212507465
1657.0304192535455,5187.660840674984
1692.2863856206422,5105.504738878603
1727.5423519877388,5019.128696099941
1762.7983183548356,4928.765501320599
1798.0542847219322,4834.647943522176
1833.310251089029,4737.008811686286
1868.5662174561257,4636.080894794531
1903.8221838232223,4532.096981828507
1939.078150190319,4425.289861769822
1974.3341165574159,4315.892323600089
2009.5900829245124,4204.137156300904
2044.8460492916092,4090.2571488538783
2080.102015658706,3974.485090240611
2115.357982025803,3857.053769442711
2150.6139483928996,3738.1959754417803
2185.869914759996,3618.1444972194354
2221.1258811270927,3497.1321237572524
2256.3818474941895,3375.391644036863
2291.6378138612863,3253.1558470398577
2326.893780228383,3130.6575217478567
2362.1497465954794,3008.1294571424437
2397.405712962576,2885.8044422052426
2432.661679329673,2763.9152659178444
2467.91764569677,2642.6947172618657
2503.1736120638666,2522.3755852188974
2538.4295784309634,2403.1906587705557
2573.6855447980597,2285.372726898443
2608.9415111651565,2169.154578584161
2644.1974775322533,2054.7690028093116
2679.45344389935,1942.4487885555038
2714.709410266447,1832.4267248043398
2749.9653766335437,1724.9356005374325
2785.22134300064,1620.2082047363765
2820.477309367737,1518.4773263827808
2855.7332757348336,1419.9757544582624
2890.9892421019304,1324.936277944397
2926.245208469027,1233.5916858228127
2961.501174836124,1146.1747670751147
2996.7571412032203,1062.918310682883
3032.013107570317,984.0551056277671
3067.269073937414,909.8179408913142
3102.5250403045106,840.4396054551845
3137.7810066716074,776.1528883009398
3173.036973038704,717.1905784102078
3208.2929394058006,663.7854647645863
3243.5489057728973,616.1703363456812
3278.804872139994,574.5779821350982
3314.060838507091,539.2411911144645
3349.3168048741877,510.3927522653272
3384.5727712412845,488.26545456934326
3419.828737608381,473.09208700810353
3455.0847039754776,465.10543856319885
3490.3406703425744,464.53829821626425
