accumulation,production
1299.6806666666666,89.72192299710619
996.5856666666665,96.15317693857101
1079.879888888889,96.83970888390574
1289.616111111111,93.41784299866038
994.1026666666667,98.38337059071705
1435.2193333333335,86.37814519079609
903.9276666666666,94.47773222632476
949.435111111111,96.94794296483651
1408.9514444444444,88.6765892115618
1099.2482222222222,91.78910150917292
487.7098888888889,71.76472965103983
983.4467777777777,93.32457746485102
1277.032,91.05752338313899
863.584111111111,98.51088463249175
265.1435555555555,52.13094595776765
1046.7286666666666,91.96268817758742
753.1881111111111,89.427829850159
894.1596666666666,98.00061169445404
833.8051111111112,90.46863844944565
1220.4435555555556,97.81700426752828
1330.180222222222,90.4498780276455
973.0523333333332,96.99855642931932
1325.567888888889,91.11947380289394
1203.0315555555555,96.58315320382584
881.200111111111,90.7963335648191
1154.884111111111,95.38089081227386
1332.0891111111112,90.13168544826456
789.1027777777778,87.70932733091719
994.6386666666667,98.41892598428343
1328.5121111111112,90.18061367094306
581.4956666666667,77.2551365390732
57.37688888888888,37.44862705717691
891.6379999999999,97.41657309878234
884.9058888888889,91.49653502692212
651.0458888888888,79.3777184707277
1452.281,87.53383597539366
999.9605555555556,93.8378168033536
1069.6732222222222,96.86190936581882
997.4943333333333,98.90292578851047
1052.8264444444444,98.52140107243262
997.5703333333333,93.79293003305885
979.3303333333333,102.04529798816652
888.4294444444444,95.36172690267436
1194.5823333333333,95.55746641050739
908.6646666666666,90.764103305143
1047.9286666666667,91.76516476265411
1427.6798888888889,91.62528227933207
1299.1173333333334,95.2044681135076
1495.261797752809,85.39762083400747
1241.126111111111,100.5849814124665
937.2103333333333,95.76881684132242
996.5438888888888,96.45092907913232
873.3327777777777,89.35966994764281
1378.4854444444445,88.4657042587572
171.61199999999997,42.850332100385394
1350.8264444444444,90.63414468880192
993.4553333333333,92.44425444982096
1121.7983333333332,97.64584206213397
1257.3213333333333,97.45726926105291
822.9290000000001,89.68601278001415
1098.0135555555555,94.06667370579434
889.5732222222223,89.75341453402464
899.0820000000001,90.67573531747087
383.924,65.5357151342897
932.8892222222221,91.79625693617615
1204.5777777777778,97.41146284529296
986.5137777777778,98.92721284919172
860.1777777777778,92.08669676362317
1040.9106666666667,93.09147979205505
1477.2612222222224,81.33875523877852
1300.536888888889,89.41414316758556
1427.1896666666667,91.78206654029158
709.3171111111111,86.37359032704458
982.5473333333333,96.55080596629031
1293.4106666666664,96.27815322430108
885.307111111111,88.09248734254258
1076.721111111111,92.2031616790143
1290.079444444444,94.39582772065168
1220.831888888889,101.33241225579653
1061.8254444444444,95.34341714498423
