,timestep_0,timestep_1,timestep_2,timestep_3,timestep_4,mean
generation_0,0.11475467681884766,0.5491371154785156,2.8686139583587646,16.077614068984985,19.370837450027466,7.796191453933716
generation_1,0.24474382400512695,0.7781288623809814,2.1552939414978027,3.476855993270874,3.473907709121704,2.0257860660552978
generation_2,0.17970991134643555,1.237825870513916,1.870086431503296,3.0149831771850586,4.507793664932251,2.1620798110961914
generation_3,0.2151927947998047,1.8647475242614746,2.1025049686431885,3.287618398666382,4.730828046798706,2.4401783466339113
generation_4,0.2198646068572998,2.284205198287964,1.7110557556152344,2.7329981327056885,4.508384943008423,2.291301727294922
