都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,医療機関の種類,住所,方書,緯度,経度,電話番号,内線番号,FAX番号,法人番号,法人の名称,医療機関コード,診療曜日,診療開始時間,診療終了時間,診療日時特記事項,時間外における対応,診療科目,病床数,URL,備考
382019,2000001066,愛媛県,松山市,七色心療クリニック,ナナイロシンリョウクリニック,無床診療所,松山市味酒町1ｰ3,四国ガス第２ビル１階,33.8414507,132.7555512,,,,,,,,,,,,心療内科;精神科,0,,
382019,2000001067,愛媛県,松山市,いろはホームケアクリニック,イロハホームケアクリニック,無床診療所,松山市南久米町636-17,,33.8135977,132.8048384,,,,,,,,,,,,外科,0,,
382019,2000001068,愛媛県,松山市,愛せる母;スピリチュアルクリニック,アイセルボ・スピリチュアルクリニック,無床診療所,松山市朝生田町6-5-36,,33.8202443,132.7675485,,,,,,,,,,,,脳神経外科;疼痛緩和内科,0,,
382019,2000001069,愛媛県,松山市,凛メディカルクリニック,リンメディカルクリニック,無床診療所,松山市大街道1-4-1,スカイ大街道ビル５階,33.8367705,132.7698174,,,,,,,,,,,,美容皮膚科;美容内科,0,,
382019,2000001070,愛媛県,松山市,エミナルクリニック松山院,エミナルクリニックマツヤマイン,無床診療所,松山市湊町5-4-25,日切ビル４階,33.8364712,132.7629115,,,,,,,,,,,,美容皮膚科,0,,
382019,2000001071,愛媛県,松山市,德永内科外科クリニック,トクナガナイカゲカクリニック,無床診療所,松山市湊町4-7-11,,33.8357126,132.7668808,,,,,,,,,,,,内科;外科;麻酔科,0,,
382019,2000001072,愛媛県,松山市,うつのみや皮ふ科,ウツノミヤヒフカ,無床診療所,松山市余戸東4-1-5,,33.8157974,132.7366628,,,,,,,,,,,,皮膚科,0,,
382019,2000001073,愛媛県,松山市,中西内科,ナカニシナイカ,無床診療所,松山市安城寺町71-1,,33.8698563,132.741678,,,,,,,,,,,,内科,0,,
382019,2000001074,愛媛県,松山市,加賀田小児科,カガタショウニカ,無床診療所,松山市古川北1-21-30,,33.8145072,132.7626469,,,,,,,,,,,,小児科;アレルギー科,0,,
382019,2000001075,愛媛県,松山市,しいのき心療内科,シイノキシンリョウナイカ,無床診療所,松山市末広町11-6 ,ベルメゾンスエヒロ　１階,33.8328912,132.7636794,,,,,,,,,,,,心療内科;精神科,0,,
382019,2000001076,愛媛県,松山市,あおば眼科クリニック,アオバガンカクリニック,無床診療所,松山市藤原町617-13,,33.832127,132.7593326,,,,,,,,,,,,眼科,0,,
382019,3000000002,愛媛県,松山市,アガタ歯科医院,アガタシカイイン,無床診療所,松山市内宮町583,,33.8944452,132.7484933,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000003,愛媛県,松山市,淺井歯科医院,アサイシカイイン,無床診療所,松山市北梅本町665-2,,33.8053612,132.8371403,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000007,愛媛県,松山市,愛歯科診療所,アイシカシンリョウショ,無床診療所,松山市余戸南4-9-13,,33.8090846,132.7265774,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000008,愛媛県,松山市,阿部歯科医院,アベシカイイン,無床診療所,松山市萱町3-4-2,,33.8469093,132.7568829,,,,,,,,,,,,歯科;,,,
382019,3000000015,愛媛県,松山市,石崎歯科医院,イシザキシカイイン,無床診療所,松山市湊町2-2-1,,33.8353799,132.7716711,,,,,,,,,,,,歯科;,,,
382019,3000000019,愛媛県,松山市,石井歯科,イシイシカ,無床診療所,松山市居相1-12-9,,33.8113218,132.7746069,,,,,,,,,,,,歯科;,,,
382019,3000000020,愛媛県,松山市,井伊歯科医院,イイシカイイン,無床診療所,松山市古川西1-10-5,,33.8098181,132.7555091,,,,,,,,,,,,歯科;小児歯科歯科口腔外科;,,,
382019,3000000021,愛媛県,松山市,いだい歯科医院,イダイシカイイン,無床診療所,松山市下伊台町1045-16,,33.8761713,132.7979591,,,,,,,,,,,,歯科;,,,
382019,3000000022,愛媛県,松山市,伊藤歯科医院,イトウシカイイン,無床診療所,松山市余戸東4-1-1,,33.8157108,132.7370892,,,,,,,,,,,,歯科;小児歯科;矯正歯科歯科口腔外科;,,,
382019,3000000023,愛媛県,松山市,石川歯科,イシカワシカ,無床診療所,松山市溝辺町甲323-13,,33.8502522,132.8039129,,,,,,,,,,,,歯科;矯正歯科,,,
382019,3000000024,愛媛県,松山市,板野歯科医院,イタノシカイイン,無床診療所,松山市桑原5-1-5,,33.8301496,132.7922589,,,,,,,,,,,,歯科;小児歯科,,,
382019,3000000025,愛媛県,松山市,いいお歯科医院,イイオシカイイン,無床診療所,松山市井門町1337,,33.7989597,132.7738416,,,,,,,,,,,,歯科;,,,
382019,3000000028,愛媛県,松山市,いなば歯科医院,イナバシカイイン,無床診療所,松山市東野5-4-6,,33.839147,132.7990717,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000035,愛媛県,松山市,大谷歯科・矯正歯科,オオタニシカ・キョウセイシカ,無床診療所,松山市和泉南6-2-6,,33.8119694,132.7601101,,,,,,,,,,,,歯科;矯正歯科;小児歯科;,,,
382019,3000000040,愛媛県,松山市,岡田歯科医院,オカダシカイイン,無床診療所,松山市太山寺町880-1,,33.894841,132.713285,,,,,,,,,,,,歯科;,,,
382019,3000000042,愛媛県,松山市,越智歯科医院,オチシカイイン,無床診療所,松山市越智3-9ｰ5,,33.8098272,132.780418,,,,,,,,,,,,歯科;,,,
382019,3000000043,愛媛県,松山市,大野晶一郎歯科,オオノショウイチロウシカ,無床診療所,松山市古三津2-16-16,,33.8606331,132.7284914,,,,,,,,,,,,歯科;,,,
382019,3000000044,愛媛県,松山市,尾崎歯科医院,オザキシカイイン,無床診療所,松山市上野町甲206-1,,33.77088,132.809066,,,,,,,,,,,,歯科;小児歯科歯科口腔外科;矯正歯科,,,
382019,3000000045,愛媛県,松山市,大内歯科医院,オオウチシカイイン,無床診療所,松山市東長戸2-371-2,,33.8670022,132.7485309,,,,,,,,,,,,歯科;,,,
382019,3000000047,愛媛県,松山市,岡矯正歯科,オカキョウセイシカ,無床診療所,松山市北持田町125-6,,33.8442435,132.776168,,,,,,,,,,,,矯正歯科;,,,
382019,3000000050,愛媛県,松山市,かとう歯科医院,カトウシカイイン,無床診療所,松山市高岡町209-3,,33.8318508,132.7229967,,,,,,,,,,,,歯科;,,,
382019,3000000051,愛媛県,松山市,吉良歯科医院,キラシカイイン,無床診療所,松山市山越3-6-7,,33.8604031,132.7605939,,,,,,,,,,,,歯科;,,,
382019,3000000054,愛媛県,松山市,木原歯科医院,キハラシカイイン,無床診療所,松山市山越5-16-10,,33.8622111,132.7506199,,,,,,,,,,,,歯科;,,,
382019,3000000055,愛媛県,松山市,きはら歯科クリニック,キハラシカクリニック,無床診療所,松山市西垣生町539-4,,33.8116623,132.7065698,,,,,,,,,,,,歯科;小児歯科,,,
382019,3000000056,愛媛県,松山市,木村歯科,キムラシカ,無床診療所,松山市南久米町567-5,,33.813226,132.7972911,,,,,,,,,,,,歯科;小児歯科,,,
382019,3000000058,愛媛県,松山市,忽那歯科医院,クツナシカイイン,無床診療所,松山市柳井町3-6-5,,33.8347163,132.765832,,,,,,,,,,,,歯科;,,,
382019,3000000061,愛媛県,松山市,黒田歯科医院,クロダシカイイン,無床診療所,松山市中央1-9-12,,33.8557231,132.7523596,,,,,,,,,,,,歯科;,,,
382019,3000000063,愛媛県,松山市,蔵原歯科クリニック,クラハラシカクリニック,無床診療所,松山市花園町6-2,,33.8386511,132.7621682,,,,,,,,,,,,歯科;,,,
382019,3000000067,愛媛県,松山市,児玉歯科,コダマシカ,無床診療所,松山市石風呂町1-10,,33.869481,132.7165647,,,,,,,,,,,,歯科;,,,
382019,3000000068,愛媛県,松山市,是沢歯科医院,コレザワシカイイン,無床診療所,松山市畑寺4-11-32,,33.8263859,132.8005222,,,,,,,,,,,,歯科;,,,
382019,3000000070,愛媛県,松山市,コスモス歯科医院,コスモスシカイイン,無床診療所,松山市堀江町甲1800-10,,33.9056556,132.7508765,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000072,愛媛県,松山市,来住歯科,キシシカ,無床診療所,松山市来住町961-1,,33.8076772,132.7995021,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000074,愛媛県,松山市,坂田歯科医院,サカタシカイイン,無床診療所,松山市勝山町1-15-8,,33.8408709,132.7750135,,,,,,,,,,,,歯科;,,,
382019,3000000075,愛媛県,松山市,崎岡歯科医院,サキオカシカイイン,無床診療所,松山市生石町593,,33.8320411,132.7436193,,,,,,,,,,,,歯科;,,,
382019,3000000076,愛媛県,松山市,サトウ歯科,サトウシカ,無床診療所,松山市小坂4-18-32,,33.8293456,132.7805736,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000078,愛媛県,松山市,佐古歯科医院,サコシカイイン,無床診療所,松山市谷町192-2,,33.87718,132.7513291,,,,,,,,,,,,歯科;,,,
382019,3000000083,愛媛県,松山市,さとし歯科クリニック,サトシシカクリニック,無床診療所,松山市朝生田6-1-26,,33.821384,132.7697225,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000085,愛媛県,松山市,清水歯科診療所,シミズシカシンリョウショ,無床診療所,松山市東方町甲1262-1,,33.769314,132.817609,,,,,,,,,,,,歯科;,,,
382019,3000000089,愛媛県,松山市,篠崎歯科医院,シノザキシカイイン,無床診療所,松山市樽味4-6-20,,33.8383697,132.7868069,,,,,,,,,,,,歯科;,,,
382019,3000000092,愛媛県,松山市,須之内歯科医院,スノウチシカイイン,無床診療所,松山市平和通1-5-33,,33.8476607,132.7741849,,,,,,,,,,,,歯科;,,,
382019,3000000093,愛媛県,松山市,杉浦歯科医院,スギウラシカイイン,無床診療所,松山市土居田町846-2,,33.821067,132.738811,,,,,,,,,,,,歯科;小児歯科,,,
382019,3000000094,愛媛県,松山市,関谷歯科,セキヤシカ,無床診療所,松山市南斎院町951-8,,33.8323353,132.7336796,,,,,,,,,,,,歯科;,,,
382019,3000000095,愛媛県,松山市,仙波歯科クリニック,センバシカクリニック,無床診療所,松山市東石井5-10ｰ6,,33.8167092,132.775062,,,,,,,,,,,,歯科;矯正歯科;小児歯科;,,,
382019,3000000098,愛媛県,松山市,さかもと矯正歯科,サカモトキョウセイシカ,無床診療所,松山市道後町2-3-24,,33.8483846,132.7807441,,,,,,,,,,,,矯正歯科;,,,
382019,3000000099,愛媛県,松山市,大膳歯科医院,ダイゼンシカイイン,無床診療所,松山市余戸中3-10-29,,33.8153887,132.7271526,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000103,愛媛県,松山市,武田歯科医院,タケダシカイイン,無床診療所,松山市平井町2270,,33.811645,132.8208061,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000104,愛媛県,松山市,武田歯科医院,タケダシカイイン,無床診療所,松山市歩行町2-6-1,,33.8427598,132.7720491,,,,,,,,,,,,歯科;,,,
382019,3000000109,愛媛県,松山市,高須賀歯科医院,タカスカシカイイン,無床診療所,松山市東長戸4-2-5,,33.8692316,132.7539107,,,,,,,,,,,,歯科;,,,
382019,3000000110,愛媛県,松山市,武西歯科医院,タケニシシカイイン,無床診療所,松山市北井門1-10ｰ12,,33.8055698,132.7776557,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000112,愛媛県,松山市,たにもと歯科,タニモトシカ,無床診療所,松山市和泉南1-16ｰ23,,33.8179082,132.7610445,,,,,,,,,,,,歯科;小児歯科,,,
382019,3000000113,愛媛県,松山市,田渕歯科医院,タブチシカイイン,無床診療所,松山市大手町2-6-23,大手町ビル２階,33.8395446,132.7545772,,,,,,,,,,,,歯科;,,,
382019,3000000114,愛媛県,松山市,松山城北インプラントクリニック太山寺歯科医院,マツヤマジョウホクインプラントクリニックタイサンジシカイイン,無床診療所,松山市太山寺町1155-1,,33.8873114,132.7305001,,,,,,,,,,,,歯科;小児歯科;矯正歯科歯科口腔外科;,,,
382019,3000000115,愛媛県,松山市,田中英央歯科医院,タナカヒデオシカイイン,無床診療所,松山市高浜町1-1425-1,,33.8807523,132.7018605,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000118,愛媛県,松山市,ツバキ歯科,ツバキシカ,無床診療所,松山市居相3-1ｰ9,,33.808857,132.7694025,,,,,,,,,,,,歯科;,,,
382019,3000000120,愛媛県,松山市,たかた歯科医院,タカタシカイイン,無床診療所,松山市末広町13-1,,33.8335686,132.7643444,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000125,愛媛県,松山市,土井歯科医院,ドイシカイイン,無床診療所,松山市山西町917,,33.8533197,132.7217847,,,,,,,,,,,,歯科;,,,
382019,3000000126,愛媛県,松山市,豊田歯科医院,トヨタシカイイン,無床診療所,松山市古川南1-13-10,,33.8075245,132.7645852,,,,,,,,,,,,歯科;,,,
382019,3000000127,愛媛県,松山市,とちぎ歯科医院,トチギシカイイン,無床診療所,松山市松ﾉ木2-819-3,,33.8729538,132.72006,,,,,,,,,,,,歯科;,,,
382019,3000000128,愛媛県,松山市,玉乃井歯科医院,タマノイシカイイン,無床診療所,松山市高岡町429-1,,33.8268383,132.7190112,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000130,愛媛県,松山市,辻田歯科医院,ツジタシカイイン,無床診療所,松山市新石手270-4,,33.8458231,132.8009431,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000135,愛媛県,松山市,永井歯科医院,ナガイシカイイン,無床診療所,松山市西石井町2-13ｰ38,,33.8194509,132.7722398,,,,,,,,,,,,歯科;小児歯科,,,
382019,3000000136,愛媛県,松山市,浪瀧歯科医院,ナミタキシカイイン,無床診療所,松山市三番町3-4-4,,33.8374552,132.7680649,,,,,,,,,,,,歯科;矯正歯科;小児歯科;,,,
382019,3000000137,愛媛県,松山市,中野歯科医院,ナカノシカイイン,無床診療所,松山市山西町678-4,,33.8531914,132.7241545,,,,,,,,,,,,歯科;,,,
382019,3000000138,愛媛県,松山市,中村歯科医院,ナカムラシカイイン,無床診療所,松山市空港通6-11-6,,33.8281526,132.7306414,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000140,愛媛県,松山市,永木歯科,ナガキシカ,無床診療所,松山市土居田町289-3,,33.8246011,132.7479239,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000143,愛媛県,松山市,二宮矯正歯科医院,ニノミヤキョウセイシカイイン,無床診療所,松山市千舟町7-10-1,,33.8370208,132.7568067,,,,,,,,,,,,矯正歯科;,,,
382019,3000000144,愛媛県,松山市,西岡歯科医院,ニシオカシカイイン,無床診療所,松山市千舟町1-3-8,,33.836673,132.7733402,,,,,,,,,,,,歯科;歯科口腔外科,,,
382019,3000000146,愛媛県,松山市,野本歯科医院,ノモトシカイイン,無床診療所,松山市桑原3-95-1,,33.8340753,132.7961284,,,,,,,,,,,,歯科;,,,休止
382019,3000000151,愛媛県,松山市,はまだ歯科,ハマダシカ,無床診療所,松山市北土居1-1ｰ29,,33.8051438,132.788332,,,,,,,,,,,,歯科;,,,
382019,3000000152,愛媛県,松山市,浜歯科医院,ハマシカイイン,無床診療所,松山市木屋町3-2-3,,33.8514615,132.760109,,,,,,,,,,,,歯科;,,,
382019,3000000154,愛媛県,松山市,日野満歯科医院,ヒノミツルシカイイン,無床診療所,松山市勝山町2-4-1,,33.8423844,132.7751245,,,,,,,,,,,,歯科;,,,
382019,3000000158,愛媛県,松山市,ひでき歯科医院,ヒデキシカイイン,無床診療所,松山市朝生田2-9ｰ33,,33.824628,132.7709812,,,,,,,,,,,,歯科;小児歯科;矯正歯科,,,
382019,3000000159,愛媛県,松山市,兵頭歯科医院,ヒョウドウシカイイン,無床診療所,松山市西長戸町402-11,,33.8641118,132.7415835,,,,,,,,,,,,歯科;,,,
382019,3000000160,愛媛県,松山市,ひまわり歯科医院,ヒマワリシカイイン,無床診療所,松山市衣山4-806-5,,33.8508262,132.73771,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000161,愛媛県,松山市,ひろ歯科医院,ヒロシカイイン,無床診療所,松山市北斎院町32-68,,33.8366181,132.7376884,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000164,愛媛県,松山市,福岡歯科医院,フクオカシカイイン,無床診療所,松山市三津2-12-20,,33.8650516,132.7133121,,,,,,,,,,,,歯科;矯正歯科;小児歯科,,,
382019,3000000167,愛媛県,松山市,星の岡歯科医院,ホシノオカシカイイン,無床診療所,松山市星岡4-3-7,,33.8118941,132.7873577,,,,,,,,,,,,歯科;,,,
382019,3000000168,愛媛県,松山市,ホワイト歯科,ホワイトシカ,無床診療所,松山市若葉町8-40,,33.8570385,132.7178779,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000169,愛媛県,松山市,日浅歯科医院,ヒアサシカイイン,無床診療所,松山市味酒町3-8-1,,33.8471458,132.7561056,,,,,,,,,,,,歯科;矯正歯科;小児歯科;,,,
382019,3000000170,愛媛県,松山市,堀内歯科医院,ホリウチシカイイン,無床診療所,松山市和泉北2-5-15,,33.8229897,132.7549426,,,,,,,,,,,,歯科;,,,
382019,3000000172,愛媛県,松山市,増田歯科医院,マスダシカイイン,無床診療所,松山市道後町1-6-36,,33.8496306,132.7850472,,,,,,,,,,,,歯科;,,,
382019,3000000173,愛媛県,松山市,松岡歯科医院,マツオカシカイイン,無床診療所,松山市二番町2-7-26,,33.839791,132.77208,,,,,,,,,,,,歯科;,,,休止
382019,3000000175,愛媛県,松山市,馬嶋歯科診療所,マシマシカシンリョウショ,無床診療所,松山市河原町2-11,,33.8341392,132.7711241,,,,,,,,,,,,歯科;,,,
382019,3000000176,愛媛県,松山市,丸尾歯科,マルオシカ,無床診療所,松山市天山3-9-31,,33.8201835,132.7762245,,,,,,,,,,,,歯科;矯正歯科;,,,
382019,3000000178,愛媛県,松山市,松本歯科医院,マツモトシカイイン,無床診療所,松山市鷹子町836,,33.8160616,132.8062487,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000179,愛媛県,松山市,松廣歯科医院,マツヒロシカイイン,無床診療所,松山市平和通6-7-3,,33.8478682,132.7560501,,,,,,,,,,,,歯科;,,,
382019,3000000181,愛媛県,松山市,みちだ矯正小児歯科,ミチダキョウセイショウニシカ,無床診療所,松山市大手町1-8-4,,33.8396221,132.7564478,,,,,,,,,,,,歯科;矯正歯科;小児歯科;,,,
382019,3000000188,愛媛県,松山市,宮本歯科,ミヤモトシカ,無床診療所,松山市土橋町20-8,,33.834766,132.756701,,,,,,,,,,,,歯科;小児歯科;矯正歯科,,,
382019,3000000190,愛媛県,松山市,三木歯科医院,ミキシカイイン,無床診療所,松山市小栗5-4-1,,33.8278338,132.7584165,,,,,,,,,,,,歯科;,,,
382019,3000000191,愛媛県,松山市,宮部歯科,ミヤベシカ,無床診療所,松山市祝谷6-1188,,33.8618638,132.775586,,,,,,,,,,,,歯科;,,,
382019,3000000192,愛媛県,松山市,味生歯科医院,ミブシカイイン,無床診療所,松山市別府町216-7,,33.845833,132.725563,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000193,愛媛県,松山市,みやうち歯科,ミヤウチシカ,無床診療所,松山市北久米町1101-1,,33.8456237,132.7255672,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000194,愛媛県,松山市,水木歯科医院,ミズキシカイイン,無床診療所,松山市東石井3-1ｰ3,,33.8114904,132.790083,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000197,愛媛県,松山市,森原歯科医院,モリハラシカイイン,無床診療所,松山市森松町274-3,,33.7908007,132.793296,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000200,愛媛県,松山市,山本歯科医院,ヤマモトシカイイン,無床診療所,松山市三津3-7-15,,33.8624427,132.7140375,,,,,,,,,,,,歯科;,,,
382019,3000000201,愛媛県,松山市,やんべ歯科医院,ヤンベシカイイン,無床診療所,松山市鴨川1-5-25,,33.872956,132.7533765,,,,,,,,,,,,歯科;,,,
382019,3000000203,愛媛県,松山市,矢野歯科医院,ヤノシカイイン,無床診療所,松山市持田町3-2-14,,33.8443967,132.7804772,,,,,,,,,,,,歯科;,,,
382019,3000000204,愛媛県,松山市,山越歯科クリニック,ヤマゴエシカクリニック,無床診療所,松山市山越4-4-35,エクセル丸栄２階,33.8626382,132.7586557,,,,,,,,,,,,歯科;小児歯科,,,休止
382019,3000000206,愛媛県,松山市,ユタカ歯科医院,ユタカシカイイン,無床診療所,松山市鷹子町36-1,,33.8117119,132.8075515,,,,,,,,,,,,歯科;,,,
382019,3000000207,愛媛県,松山市,雄新歯科医院,ユウシンシカイイン,無床診療所,松山市小栗7-1-18,,33.826097,132.753987,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000209,愛媛県,松山市,吉田歯科医院,ヨシダシカイイン,無床診療所,松山市柳井町1-15-3,,33.8347011,132.769051,,,,,,,,,,,,歯科;,,,休止
382019,3000000216,愛媛県,松山市,はまもと歯科,ハマモトシカ,無床診療所,松山市桑原1-9-9,,33.8367004,132.7899142,,,,,,,,,,,,歯科;矯正歯科;小児歯科歯科口腔外科;,,,
382019,3000000217,愛媛県,松山市,玉井歯科医院,タマイシカイイン,無床診療所,松山市岩崎町1-8ｰ24,,33.8468521,132.7854221,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000218,愛媛県,松山市,大街道歯科医院,オオカイドウシカイイン,無床診療所,松山市大街道3-5-4,,33.8429179,132.7710955,,,,,,,,,,,,歯科;,,,
382019,3000000219,愛媛県,松山市,たかのこ歯科,タカノコシカ,無床診療所,松山市鷹子町550-10,,33.8136312,132.8146712,,,,,,,,,,,,歯科;,,,
382019,3000000221,愛媛県,松山市,平和歯科クリニック,ヘイワシカクリニック,無床診療所,松山市平和通5-6-2,,33.8478293,132.7616683,,,,,,,,,,,,歯科;,,,
382019,3000000223,愛媛県,松山市,前田歯科医院,マエダシカイイン,無床診療所,松山市東石井6-7ｰ26,,33.811709,132.7775123,,,,,,,,,,,,歯科;小児歯科歯科口腔外科;矯正歯科,,,
382019,3000000224,愛媛県,松山市,みずもと歯科クリニック,ミズモトシカクリニック,無床診療所,松山市土居町845-1,,33.7977864,132.795975,,,,,,,,,,,,歯科;,,,
382019,3000000225,愛媛県,松山市,えがお歯科,エガオシカ,無床診療所,松山市鷹子町1-11,,33.8096655,132.8069206,,,,,,,,,,,,歯科;小児歯科;矯正歯科;口腔外科;,,,
382019,3000000227,愛媛県,松山市,三好歯科,ミヨシシカ,無床診療所,松山市道後一万9-54,,33.8492105,132.7777315,,,,,,,,,,,,歯科;,,,
382019,3000000228,愛媛県,松山市,日野歯科医院,ヒノシカイイン,無床診療所,松山市南町1-6ｰ29,,33.8471288,132.7813725,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000229,愛媛県,松山市,はじめ歯科医院,ハジメシカイイン,無床診療所,松山市古川北3-14-17,,33.8115965,132.7628186,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000230,愛媛県,松山市,かどた歯科,カドタシカ,無床診療所,松山市久米窪田町166-5,,33.8016734,132.8074511,,,,,,,,,,,,歯科;小児歯科;矯正歯科;,,,
382019,3000000235,愛媛県,松山市,ハッピー歯科クリニック,ハッピーシカクリニック,無床診療所,松山市古川西2-8-1,西沢ビルＮＯ１　１０６号,33.808791,132.7585684,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000236,愛媛県,松山市,大手町インプラントクリニック　和田歯科・矯正歯科,オオテマチインプラントクリニックワダシカ・キョウセイシカ,無床診療所,松山市大手町2-8-5,,33.8404174,132.7547812,,,,,,,,,,,,歯科;矯正歯科;小児歯科;口腔外科,,,
382019,3000000237,愛媛県,松山市,松友歯科クリニック,マツトモシカクリニック,無床診療所,松山市古三津2-2ｰ12,,33.8569065,132.7271517,,,,,,,,,,,,歯科;小児歯科;矯正歯科歯科口腔外科;,,,
382019,3000000239,愛媛県,松山市,小笠原歯科,オガサワラシカ,無床診療所,松山市堀江町甲917-10,,33.902939,132.744755,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000240,愛媛県,松山市,はやし歯科,ハヤシシカ,無床診療所,松山市石手4-4-4,,33.8445183,132.7940249,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000243,愛媛県,松山市,アップル歯科医院,アップルシカイイン,無床診療所,松山市南江戸5-4-8,,33.8405269,132.7460697,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000244,愛媛県,松山市,ユー歯科,ユーシカ,無床診療所,松山市和泉南4-6ｰ25,,33.840505,132.746021,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000245,愛媛県,松山市,たなべ歯科クリニック,タナベシカクリニック,無床診療所,松山市南吉田町1801-6,,33.8306065,132.715572,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000246,愛媛県,松山市,長山歯科医院,ナガヤマシカイイン,無床診療所,松山市東垣生町138-1,,33.8126144,132.7160684,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000248,愛媛県,松山市,城北やの歯科クリニック,ジョウホクヤノシカクリニック,無床診療所,松山市山越1-3ｰ9,,33.8564089,132.75599,,,,,,,,,,,,歯科;小児歯科;矯正歯科歯科口腔外科;,,,
382019,3000000249,愛媛県,松山市,うつみ歯科,ウツミシカ,無床診療所,松山市南久米町658-1,,33.8119271,132.8049909,,,,,,,,,,,,歯科;小児歯科歯科口腔外科,,,
382019,3000000250,愛媛県,松山市,フェニックス歯科,フェニックスシカ,無床診療所,松山市西石井5-12ｰ7,,33.8147864,132.7707142,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000253,愛媛県,松山市,山地歯科医院,ヤマジシカイイン,無床診療所,松山市和泉北2-14-10,,33.8252452,132.7572916,,,,,,,,,,,,歯科;小児歯科,,,
382019,3000000254,愛媛県,松山市,高田矯正歯科クリニック,タカダキョウセイシカクリニック,無床診療所,松山市束本1-1-10,,33.8299517,132.7879862,,,,,,,,,,,,矯正歯科;,,,
382019,3000000256,愛媛県,松山市,まさと歯科クリニック,マサトシカクリニック,無床診療所,松山市愛光町4-1,,33.845591,132.7486644,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000257,愛媛県,松山市,白水台歯科クリニック,ハクスイダイシカクリニック,無床診療所,松山市白水台1-2-1,,33.8737548,132.7817004,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000258,愛媛県,松山市,西田歯科医院,ニシダシカイイン,無床診療所,松山市本町4-2-5,,33.8480392,132.7583931,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000260,愛媛県,松山市,大井歯科クリニック,オオイシカクリニック,無床診療所,松山市三番町4-7-12-101,,33.8380393,132.7675771,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000261,愛媛県,松山市,ひめ歯科クリニック,ヒメシカクリニック,無床診療所,松山市姫原2-6ｰ11,,33.8672524,132.7599957,,,,,,,,,,,,歯科;小児歯科歯科口腔外科,,,
382019,3000000262,愛媛県,松山市,ふなき歯科,フナキシカ,無床診療所,松山市中村2-2ｰ8,,33.8318757,132.7774513,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000263,愛媛県,松山市,佐々木歯科,ササキシカ,無床診療所,松山市鷹子町243-8,,33.8099076,132.8138709,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000264,愛媛県,松山市,カナザキ歯科,カナザキシカ,無床診療所,松山市南梅本町甲878-5,,33.800833,132.838995,,,,,,,,,,,,歯科;小児歯科;矯正歯科歯科口腔外科,,,
382019,3000000265,愛媛県,松山市,井笹歯科医院,イザサシカイイン,無床診療所,松山市道後北代6-11,,33.852364,132.7771976,,,,,,,,,,,,歯科;小児歯科;,,,
382019,3000000270,愛媛県,松山市,菅歯科医院,カンシカイイン,無床診療所,松山市北条辻1443-6,,33.9751967,132.7736795,,,,,,,,,,,,歯科;,,,
