accumulation,fitted_production
18.461999999999996,22.505487871989317
20.525595732606966,24.72879318294181
22.589191465213933,26.896283000817732
24.6527871978209,29.008765606348526
26.71638293042787,31.06704928026561
28.77997866303484,33.071942303300425
30.843574395641806,35.024252956184384
32.90717012824877,36.92478951964893
34.97076586085574,38.774360274425504
37.03436159346271,40.57377350124552
39.097957326069675,42.32383748084039
41.161553058676645,44.025360493941584
43.225148791283615,45.679150821280516
45.288744523890585,47.286016743588604
47.352340256497556,48.84676654159729
49.41593598910452,50.362208496037994
51.47953172171149,51.833150887642155
53.54312745431846,53.2604019971412
55.60672318692543,54.64477010526657
57.67031891953239,55.98706349274968
59.73391465213936,57.288090440321966
61.79751038474633,58.54865922871485
63.861106117353295,59.769578138659774
65.92470184996026,60.951655450888154
67.98829758256724,62.09569944613144
70.0518933151742,63.20251840512104
72.11548904778118,64.27292060858841
74.17908478038814,65.30771433726495
76.24268051299511,66.30770787188212
78.30627624560208,67.27370949317132
80.36987197820903,68.206527481864
82.43346771081602,69.10697011869159
84.49706344342297,69.97584568438552
86.56065917602996,70.8139624596772
88.62425490863691,71.62212872529808
90.6878506412439,72.4011527619796
92.75144637385085,73.15184285045315
94.81504210645781,73.8750072714502
96.8786378390648,74.57145430570218
98.94223357167175,75.24199223394045
101.00582930427873,75.88742933689655
103.06942503688569,76.50857389530182
105.13302076949267,77.10623418988776
107.19661650209963,77.68121850138574
109.26021223470659,78.23433511052723
111.32380796731357,78.76639229804363
113.38740369992053,79.27819834466638
115.45099943252751,79.77056153112694
117.51459516513447,80.24429013815669
119.57819089774145,80.70019244648711
121.6417866303484,81.13907673684957
123.70538236295539,81.56175128997558
125.76897809556235,81.9690243865965
127.8325738281693,82.36170430744377
129.8961695607763,82.74059933324885
131.95976529338324,83.10651774474314
134.02336102599023,83.46026782265811
136.08695675859718,83.80265784772517
138.15055249120417,84.13449610067572
140.21414822381112,84.45659086224123
142.27774395641808,84.7697504131531
144.34133968902506,85.07478303414281
146.40493542163202,85.37249700594174
148.468531154239,85.6637006092813
150.53212688684596,85.94920212489299
152.5957226194529,86.2298098335082
154.6593183520599,86.50633201585838
156.72291408466685,86.77957695267493
158.78650981727384,87.05035292468928
160.8501055498808,87.31946821263288
162.91370128248778,87.58773109723717
164.97729701509473,87.85594985923353
167.04089274770172,88.12493277935349
169.10448848030867,88.39548813832836
171.16808421291563,88.66842421688963
173.23167994552261,88.94454929576875
175.29527567812957,89.22467165569711
177.35887141073655,89.50959957740618
179.4224671433435,89.80014134162732
181.4860628759505,90.09710522909201
183.54965860855745,90.40129952053172
185.6132543411644,90.71353249667779
187.6768500737714,91.03461243826173
189.74044580637835,91.36534762601487
191.80404153898533,91.70654634066878
193.8676372715923,92.05901686295482
195.93123300419927,92.42356747360441
197.99482873680623,92.80100645334892
200.05842446941318,93.19214208291987
202.12202020202017,93.59778264304869
204.18561593462712,94.01873641446674
206.2492116672341,94.45581167790557
208.31280739984106,94.9098167140965
210.37640313244805,95.38155980377098
212.439998865055,95.87184922766045
214.503594597662,96.38149326649639
216.56719033026894,96.91130020101015
218.6307860628759,97.46207831193323
220.69438179548288,98.034635879997
222.75797752808987,98.62978118593284
