origin,destination,time,dest_alt1,dest_alt2,dest_alt3,value
5,8,43200.47612948623,6,999999,5,1
8,5,43203.01869240663,6,999999,1,1
5,1,43211.76663237679,999999,5,3,1
5,0,43222.270711309415,8,1,999999,1
8,6,43222.270711309415,0,2,6,1
4,1,43223.63992377136,1,999999,6,1
8,0,43224.398766637016,999999,5,5,1
4,1,43226.732068094,6,5,999999,1
5,3,43226.732068094,999999,5,6,1
4,2,43234.485096574106,999999,8,5,1
6,3,43234.485096574106,999999,6,5,1
5,3,43235.97495717996,0,999999,6,1
6,5,43236.799212946,2,1,999999,1
5,5,43238.09321029837,999999,0,6,1
6,1,43239.20409391881,2,999999,1,1
5,0,43241.040983387575,2,999999,1,1
5,6,43243.41720937645,0,999999,6,1
5,6,43249.23404660472,999999,6,1,1
6,2,43249.975421144656,1,999999,5,1
5,1,43255.73799894578,999999,2,6,1
5,4,43258.44193789799,5,1,0,1
6,2,43258.44193789799,999999,4,7,1
4,2,43260.50460640518,999999,999999,4,1
5,5,43260.50460640518,999999,2,4,1
5,0,43263.75646650731,999999,8,1,1
6,1,43263.75646650731,5,4,999999,1
5,5,43265.233160755095,999999,6,2,1
8,5,43271.849194538496,999999,0,0,1
5,6,43274.162458203224,1,999999,6,1
5,5,43281.5411452476,999999,8,6,1
1,5,43284.773959739185,3,999999,0,1
5,2,43286.62147450316,7,999999,6,1
4,6,43290.595552176994,999999,4,1,1
5,2,43290.595552176994,0,999999,8,1
5,8,43290.595552176994,999999,6,2,1
1,6,43292.30722165503,999999,2,4,1
1,1,43299.57902776319,999999,8,3,1
4,4,43299.57902776319,999999,2,6,1
5,2,43299.57902776319,4,6,1,1
5,8,43310.74555568826,4,5,5,1
6,5,43314.05410680592,1,8,999999,1
6,6,43314.05410680592,4,5,999999,1
5,8,43314.809032523495,999999,1,6,1
5,8,43314.809032523495,999999,4,1,1
2,2,43316.32650436852,999999,6,4,1
5,1,43316.32650436852,999999,6,1,1
5,6,43319.62651395067,999999,3,8,1
5,5,43320.93010852993,6,999999,8,1
5,6,43320.93010852993,5,0,7,1
5,4,43332.402886087555,999999,1,5,1
5,6,43332.402886087555,999999,3,1,1
5,8,43332.402886087555,5,6,999999,1
4,5,43333.20058274797,999999,0,0,1
6,2,43333.20058274797,0,6,3,1
1,8,43333.50392274547,2,999999,5,1
5,5,43333.50392274547,6,5,999999,1
6,1,43333.50392274547,3,999999,1,1
6,5,43333.50392274547,5,1,999999,1
6,8,43333.50392274547,999999,3,6,1
5,7,43336.59686789843,2,999999,1,1
1,7,43345.46856644927,999999,6,6,1
1,6,43345.664303672565,999999,6,5,1
1,5,43347.619551763775,999999,8,2,1
6,1,43347.619551763775,999999,6,8,1
5,5,43348.73654472833,999999,4,2,1
5,8,43354.76280296501,999999,3,4,1
4,6,43355.502426201194,4,999999,2,1
8,0,43355.502426201194,6,1,999999,1
5,3,43355.99600637241,2,6,5,1
6,5,43361.808144153336,6,999999,1,1
5,4,43362.39509613032,999999,5,4,1
6,1,43367.80959223112,999999,4,8,1
6,8,43367.80959223112,999999,1,5,1
5,5,43383.66072336057,3,999999,8,1
5,6,43383.66072336057,6,8,999999,1
6,7,43383.66072336057,8,999999,1,1
7,4,43383.66072336057,3,999999,2,1
5,2,43387.61439863962,999999,8,0,1
2,3,43388.218663380285,999999,2,6,1
8,3,43388.218663380285,1,2,1,1
5,3,43396.026839010105,6,2,6,1
1,0,43399.519099010984,8,5,2,1
1,8,43399.519099010984,999999,5,4,1
1,6,43407.69696678969,999999,5,4,1
1,6,43410.8786842551,5,1,999999,1
4,0,43410.8786842551,5,999999,2,1
1,4,43414.05905729176,999999,4,6,1
6,3,43414.05905729176,999999,6,4,1
1,1,43415.921040106805,999999,8,8,1
1,8,43415.921040106805,1,6,999999,1
5,1,43421.087079074,999999,4,8,1
6,5,43421.087079074,999999,8,4,1
6,6,43421.93287425827,999999,4,0,1
8,0,43421.93287425827,4,999999,5,1
5,5,43424.814684208686,999999,3,1,1
5,5,43424.814684208686,999999,8,0,1
5,6,43426.113278308636,999999,6,7,1
6,2,43436.096035900904,0,999999,5,1
6,2,43436.096035900904,999999,3,8,1
2,8,43439.34633613382,999999,0,2,1
6,6,43440.70097924366,999999,0,6,1
5,1,43448.60596824163,999999,0,5,1
5,6,43448.60596824163,999999,1,3,1
5,5,43455.190156165394,3,999999,0,1
5,8,43455.190156165394,1,5,999999,1
5,4,43456.315521711746,6,1,999999,1
6,1,43456.315521711746,4,999999,6,1
1,2,43458.081632231944,3,2,0,1
8,5,43458.081632231944,5,5,999999,1
5,6,43465.99756543129,999999,6,0,1
6,0,43465.99756543129,5,6,999999,1
6,7,43465.99756543129,999999,4,8,1
1,7,43471.47896443179,0,999999,3,1
1,5,43477.482025011544,999999,6,6,1
6,8,43477.482025011544,999999,6,1,1
5,1,43483.12107232456,6,3,999999,1
6,1,43483.12107232456,999999,1,5,1
8,0,43483.12107232456,2,999999,4,1
6,2,43492.15685649769,999999,6,0,1
6,1,43492.48022149275,3,999999,0,1
4,3,43495.224039452594,999999,1,0,1
6,2,43495.224039452594,999999,5,2,1
4,1,43500.88244343337,5,999999,0,1
5,1,43501.295775154606,999999,5,4,1
6,4,43505.79017288882,999999,1,1,1
6,5,43505.79017288882,3,8,0,1
5,6,43512.3970619107,6,6,2,1
5,6,43512.3970619107,8,999999,1,1
6,5,43512.3970619107,999999,1,4,1
5,6,43512.76138964882,5,2,999999,1
6,6,43512.76138964882,999999,3,5,1
1,1,43516.73903475904,4,999999,6,1
1,5,43516.73903475904,6,999999,6,1
4,2,43516.73903475904,6,999999,0,1
4,5,43519.382359766416,0,999999,8,1
5,6,43519.382359766416,999999,4,6,1
8,5,43519.382359766416,999999,8,6,1
5,3,43521.36011083078,999999,6,6,1
6,2,43521.36011083078,5,999999,2,1
6,5,43521.36011083078,6,6,999999,1
1,0,43522.10512151045,5,999999,2,1
5,4,43522.10512151045,999999,5,3,1
1,0,43525.024539086386,999999,6,6,1
6,4,43525.675081823356,6,999999,5,1
1,2,43527.84186633866,2,5,999999,1
5,3,43527.84186633866,1,999999,6,1
6,3,43527.90256659115,6,2,999999,1
5,6,43527.94055499122,999999,4,0,1
2,5,43532.870149399896,0,999999,6,1
5,2,43532.870149399896,999999,6,3,1
6,3,43532.870149399896,6,999999,5,1
5,3,43537.54817294384,999999,1,6,1
5,5,43537.54817294384,999999,6,1,1
4,3,43538.02824291052,8,999999,0,1
5,0,43538.02824291052,3,2,5,1
5,1,43538.02824291052,999999,5,2,1
5,1,43541.91761972021,999999,6,8,1
5,5,43541.91761972021,999999,6,0,1
1,3,43550.571855329465,7,999999,6,1
5,6,43550.571855329465,0,999999,0,1
5,1,43552.302786887725,3,5,4,1
6,5,43552.302786887725,999999,1,4,1
5,2,43553.59779603212,5,999999,6,1
6,0,43553.59779603212,8,5,6,1
1,5,43557.32938522375,999999,0,1,1
6,2,43557.32938522375,4,1,2,1
2,5,43572.9995278973,6,999999,3,1
1,5,43582.25662108592,999999,6,5,1
6,1,43583.154294924,999999,0,6,1
8,7,43583.154294924,5,2,1,1
5,0,43583.83495016239,2,999999,6,1
