PriceCategory,Type,Region,MunicipalityCode,Prefecture,Municipality,DistrictName,TradePrice,PricePerUnit,FloorPlan,Area,UnitPrice,LandShape,Frontage,TotalFloorArea,BuildingYear,Structure,Use,Purpose,Direction,Classification,Breadth,CityPlanning,CoverageRatio,FloorAreaRatio,Period,Renovation,Remarks,Bzone,S_NAME_ref,lon_ref,lat_ref,choice_zone
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,北斎院町,13000000,340000,,130,100000,ほぼ整形,18,, ,,,,西,私道,4,第２種中高層住居専用地域,60,200,2008年第3四半期,,,松山市16区,北斎院町,132.725208,33.838992,14
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,久保田町,21000000,,,155,,ほぼ長方形,9.5,100,1994年,木造,住宅,,西,私道,4,第１種住居地域,60,200,2008年第3四半期,,,松山市15区,久保田町,132.720637,33.822204,13
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,桑原,21000000,,,165,,ほぼ長方形,19,140,1988年,軽量鉄骨造,共同住宅,,西,私道,4,第１種中高層住居専用地域,60,200,2008年第3四半期,,,松山市10区,桑原七丁目,132.792016,33.829366,8
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,桑原,29000000,,,300,,ほぼ整形,,135,1965年,木造,住宅,,北東,私道,4,第１種中高層住居専用地域,60,200,2008年第3四半期,,私道を含む取引,松山市10区,桑原四丁目,132.794332,33.83155,8
不動産取引価格情報,宅地(土地),宅地見込地,38201,愛媛県,松山市,桑原,85000000,240000,,1100,74000,不整形,6.6,, ,,,,東,市道,3,第１種中高層住居専用地域,60,200,2008年第3四半期,,,松山市10区,桑原五丁目,132.79146,33.831875,8
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,浄瑠璃町,14000000,120000,,390,36000,ほぼ整形,21,, ,,,,東,市道,3,市街化調整区域,70,200,2008年第3四半期,,,松山市12区,浄瑠璃町,132.814516,33.749811,10
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,太山寺町,23000000,,,165,,ほぼ長方形,13.6,125,2002年,木造,住宅,,南,道路,4,第２種中高層住居専用地域,60,200,2008年第3四半期,,,松山市19区,太山寺町,132.725799,33.886672,17
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,鷹子町,15000000,300000,,165,91000,不整形,10,, ,,,,北,道路,4,第１種住居地域,60,200,2008年第3四半期,,,松山市11区,鷹子町,132.813915,33.817865,9
不動産取引価格情報,中古マンション等,,38201,愛媛県,松山市,鷹子町,15000000,,３ＬＤＫ,70,,,,,2001年,ＳＲＣ,住宅,,,,,第１種住居地域,60,200,2008年第3四半期,未改装,,松山市11区,鷹子町,132.813915,33.817865,9
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,鷹子町,17000000,300000,,190,91000,ほぼ台形,10,, ,,,,西,道路,4,第２種住居地域,60,200,2008年第3四半期,,,松山市11区,鷹子町,132.813915,33.817865,9
不動産取引価格情報,中古マンション等,,38201,愛媛県,松山市,鷹子町,15000000,,３ＬＤＫ,75,,,,,1992年,ＲＣ,住宅,,,,,第１種住居地域,80,200,2008年第3四半期,改装済み,,松山市11区,鷹子町,132.813915,33.817865,9
不動産取引価格情報,中古マンション等,,38201,愛媛県,松山市,鷹子町,13000000,,３ＬＤＫ,70,,,,,1990年,ＲＣ,住宅,,,,,第１種住居地域,60,200,2008年第3四半期,未改装,,松山市11区,鷹子町,132.813915,33.817865,9
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,道後今市,24000000,,,140,,ほぼ長方形,11.5,150,1997年,木造,住宅,,東,市道,3,第１種住居地域,60,200,2008年第3四半期,,調停・競売等,松山市3区,道後今市,132.777511,33.85044,1
不動産取引価格情報,宅地(土地),商業地,38201,愛媛県,松山市,道後北代,4300000,350000,,40,100000,ほぼ正方形,6.3,, ,,,,西,県道,14,近隣商業地域,80,300,2008年第3四半期,,,松山市3区,道後北代,132.77774,33.852886,1
不動産取引価格情報,中古マンション等,,38201,愛媛県,松山市,道後姫塚,11000000,,３ＬＤＫ,65,,,,,1990年,ＳＲＣ,住宅,,,,,第１種住居地域,60,200,2008年第3四半期,改装済み,,松山市22区,道後姫塚,132.791007,33.849478,1
不動産取引価格情報,中古マンション等,,38201,愛媛県,松山市,道後姫塚,11000000,,３ＬＤＫ,60,,,,,1990年,ＳＲＣ,住宅,,,,,第１種住居地域,60,200,2008年第3四半期,未改装,,松山市22区,道後姫塚,132.791007,33.849478,1
不動産取引価格情報,中古マンション等,,38201,愛媛県,松山市,中一万町,14000000,,１ＬＤＫ,70,,,,,1994年,ＳＲＣ,住宅,,,,,近隣商業地域,80,300,2008年第3四半期,改装済み,,松山市3区,中一万町,132.774015,33.846563,1
不動産取引価格情報,宅地(土地と建物),商業地,38201,愛媛県,松山市,二番町,75000000,,,170,,長方形,8.9,600,1984年,鉄骨造,店舗,,北,市道,6,商業地域,80,400,2008年第3四半期,,,松山市3区,二番町一丁目,132.773615,33.839573,1
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,梅津寺町,22000000,,,185,,ほぼ整形,14.5,115,2006年,木造,住宅,,北西,道路,4,第１種住居地域,60,200,2008年第3四半期,,私道を含む取引,松山市20区,梅津寺町,132.708349,33.876217,15
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,姫原,12000000,,,115,,長方形,7,90,1985年,木造,住宅,,北,市道,7,第１種住居地域,60,200,2008年第3四半期,,,松山市7区,姫原三丁目,132.756185,33.86546,5
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,姫原,38000000,,,190,,ほぼ正方形,13.9,105,2008年,木造,住宅,,東,私道,5,第１種住居地域,60,200,2008年第3四半期,,,松山市7区,姫原二丁目,132.759657,33.866517,5
不動産取引価格情報,中古マンション等,,38201,愛媛県,松山市,姫原,10000000,,３ＬＤＫ,70,,,,,1991年,ＲＣ,住宅,,,,,第１種住居地域,60,200,2008年第3四半期,改装済み,,松山市7区,姫原二丁目,132.759657,33.866517,5
不動産取引価格情報,中古マンション等,,38201,愛媛県,松山市,姫原,15000000,,２ＬＤＫ,65,,,,,2005年,ＲＣ,住宅,,,,,第１種住居地域,60,200,2008年第3四半期,改装済み,,松山市7区,姫原二丁目,132.759657,33.866517,5
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,平井町,23000000,,,125,,不整形,10.7,100,2007年,木造,住宅,,南西,県道,8,第２種住居地域,60,200,2008年第3四半期,,,松山市9区,平井町,132.835118,33.823296,7
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,平井町,24000000,,,140,,ほぼ台形,,110,2003年,木造,住宅,,北,市道,4,第１種住居地域,60,200,2008年第3四半期,,,松山市9区,平井町,132.835118,33.823296,7
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,平井町,36000000,,,340,,ほぼ長方形,12.8,145,2002年,軽量鉄骨造,住宅,,西,市道,8,市街化調整区域,70,200,2008年第3四半期,,,松山市9区,平井町,132.835118,33.823296,7
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,溝辺町,11000000,230000,,160,69000,不整形,5.7,, ,,,,南東,私道,4.3,第１種低層住居専用地域,50,80,2008年第3四半期,,,松山市8区,溝辺町,132.809004,33.851193,6
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,南梅本町,36000000,200000,,590,61000,ほぼ長方形,19.4,, ,,,,北,市道,4.4,第１種住居地域,60,200,2008年第3四半期,,,松山市9区,南梅本町,132.840799,33.800713,7
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,南梅本町,21000000,,,55,,台形,8.9,55,1986年,木造,住宅,,南,市道,4,第１種住居地域,60,200,2008年第3四半期,,,松山市9区,南梅本町,132.840799,33.800713,7
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,南梅本町,15000000,,,145,,ほぼ長方形,12.5,50,1999年,木造,住宅,,西,市道,4,第１種中高層住居専用地域,60,200,2008年第3四半期,,,松山市9区,南梅本町,132.840799,33.800713,7
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,南高井町,13000000,85000,,500,26000,ほぼ長方形,16.3,, ,,,,南,市道,5.3,市街化調整区域,70,200,2008年第3四半期,,,松山市11区,南高井町,132.813067,33.789295,9
不動産取引価格情報,宅地(土地),工業地,38201,愛媛県,松山市,南高井町,110000000,69000,,9999,21000,不整形,9999.9,, ,,,,北,道路,4.1,市街化調整区域,70,200,2008年第3四半期,,,松山市11区,南高井町,132.813067,33.789295,9
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,南吉田町,17000000,320000,,180,97000,ほぼ長方形,11.8,, ,,,,南,私道,5,準工業地域,60,200,2008年第3四半期,,,松山市21区,南吉田町,132.703275,33.826325,14
不動産取引価格情報,宅地(土地),工業地,38201,愛媛県,松山市,南吉田町,25000000,160000,,520,48000,長方形,9.5,, ,,,,北東,市道,5,工業専用地域,60,200,2008年第3四半期,,,松山市21区,南吉田町,132.703275,33.826325,14
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,南吉田町,12000000,,,130,,ほぼ長方形,14,110,1974年,木造,住宅,,西,市道,4,近隣商業地域,80,200,2008年第3四半期,,,松山市21区,南吉田町,132.703275,33.826325,14
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,南吉田町,18000000,320000,,180,97000,ほぼ長方形,11.8,, ,,,,南,私道,5,準工業地域,60,200,2008年第3四半期,,,松山市21区,南吉田町,132.703275,33.826325,14
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,南吉田町,8000000,260000,,100,80000,ほぼ整形,11,, ,,,,南,私道,4,準工業地域,60,200,2008年第3四半期,,,松山市21区,南吉田町,132.703275,33.826325,14
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,東石井,17000000,460000,,125,140000,ほぼ長方形,10,, ,,,,西,私道,4,第１種住居地域,60,200,2008年第3四半期,,,松山市13区,東石井七丁目,132.776199,33.807722,11
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,鹿峰,9000000,130000,,230,39000,ほぼ整形,11,, ,,,,東,市道,3,第１種住居地域,60,200,2008年第3四半期,,,松山市27区,鹿峰,132.771539,33.939925,18
不動産取引価格情報,農地,,38201,愛媛県,松山市,庄,1000000,,,1100,,,,, ,,,,,,,,,,2008年第3四半期,,,松山市27区,庄,132.803,33.974276,18
不動産取引価格情報,農地,,38201,愛媛県,松山市,中島大浦,30000,,,670,,,,, ,,,,,,,,,,2008年第3四半期,,,松山市28区,中島大浦,132.626037,33.979256,
不動産取引価格情報,農地,,38201,愛媛県,松山市,中島大浦,1200000,,,390,,,,, ,,,,,,,,,,2008年第3四半期,,,松山市28区,中島大浦,132.626037,33.979256,
不動産取引価格情報,農地,,38201,愛媛県,松山市,中西外,5400000,,,1800,,,,, ,,,,,,,,,,2008年第3四半期,,,松山市27区,中西外,132.783947,33.963853,18
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,北条,5300000,,,160,,ほぼ台形,9,105,1977年,木造,住宅,,東,道路,1.8,第１種住居地域,60,200,2008年第3四半期,,,松山市27区,北条辻,132.776541,33.968474,18
不動産取引価格情報,農地,,38201,愛媛県,松山市,睦月,250000,,,550,,,,, ,,,,,,,,,,2008年第3四半期,,,松山市28区,睦月,132.67662,33.96705,
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,居相,16000000,420000,,130,130000,ほぼ台形,7.3,, ,,,,東,私道,4,第１種低層住居専用地域,50,80,2008年第3四半期,,,松山市14区,居相六丁目,132.770701,33.805557,12
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,北井門,24000000,440000,,180,130000,ほぼ正方形,20,, ,,,,南,道路,6,第１種住居地域,60,200,2008年第3四半期,,,松山市14区,北井門四丁目,132.775119,33.803362,12
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,北井門,13000000,390000,,110,120000,ほぼ長方形,,, ,,,,南,道路,6,第１種住居地域,60,200,2008年第3四半期,,,松山市14区,北井門四丁目,132.775119,33.803362,12
不動産取引価格情報,宅地(土地),宅地見込地,38201,愛媛県,松山市,北井門,51000000,210000,,800,64000,ほぼ台形,22.3,, ,,,,北,道路,6,市街化調整区域,70,200,2008年第3四半期,,,松山市14区,北井門三丁目,132.774977,33.805536,12
不動産取引価格情報,宅地(土地),宅地見込地,38201,愛媛県,松山市,北井門,110000000,210000,,1800,63000,不整形,23,, ,,,,北,市道,5,市街化調整区域,70,200,2008年第3四半期,,私道を含む取引,松山市14区,北井門五丁目,132.770391,33.8035,12
不動産取引価格情報,宅地(土地と建物),商業地,38201,愛媛県,松山市,北井門,33000000,,,260,,台形,16,120,1968年,木造,住宅,,東,国道,25,近隣商業地域,80,200,2008年第3四半期,,,松山市14区,北井門五丁目,132.770391,33.8035,12
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,星岡,20000000,,,200,,ほぼ長方形,11,115,1987年,木造,住宅,,東,市道,3.3,第１種低層住居専用地域,50,80,2008年第3四半期,,,松山市13区,星岡二丁目,132.783915,33.818322,11
不動産取引価格情報,中古マンション等,,38201,愛媛県,松山市,上市,27000000,,３ＬＤＫ,70,,,,,2003年,ＳＲＣ,住宅,,,,,第１種中高層住居専用地域,60,200,2008年第3四半期,未改装,,松山市3区,上市一丁目,132.788871,33.844634,1
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,祝谷,55000000,,,470,,長方形,17.1,240,2003年,木造,住宅,,東,市道,4,第１種中高層住居専用地域,60,200,2008年第3四半期,,,松山市3区,祝谷六丁目,132.774869,33.862922,1
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,祝谷,19000000,460000,,135,140000,ほぼ正方形,11.1,, ,,,,南,市道,4,第１種住居地域,60,200,2008年第3四半期,,,松山市3区,祝谷西町,132.772106,33.860125,1
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,春日町,18000000,,,100,,長方形,7,230,1973年,ＲＣ,共同住宅,,南,市道,5.5,近隣商業地域,80,300,2008年第3四半期,,,松山市5区,春日町,132.765125,33.832611,3
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,勝岡町,30000000,230000,,440,68000,ほぼ整形,21,, ,,,,南西,市道,15,第２種住居地域,60,200,2008年第3四半期,,,松山市19区,勝岡町,132.721605,33.900217,17
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,勝岡町,11000000,,,190,,ほぼ台形,9.3,60,2003年,木造,住宅,,東,市道,3.2,第１種住居地域,60,200,2008年第3四半期,,,松山市19区,勝岡町,132.721605,33.900217,17
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,勝岡町,18000000,200000,,300,60000,台形,14.5,, ,,,,北東,市道,5.8,第１種住居地域,60,200,2008年第3四半期,,,松山市19区,勝岡町,132.721605,33.900217,17
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,衣山,11000000,,,135,,ほぼ台形,13,105,1985年,木造,住宅,,東,私道,6,第１種低層住居専用地域,50,80,2008年第3四半期,,,松山市6区,衣山五丁目,132.736968,33.847713,4
不動産取引価格情報,宅地(土地),宅地見込地,38201,愛媛県,松山市,衣山,3100000,80000,,125,24000,ほぼ台形,7.2,, ,,,,西,市道,7,第１種住居地域,60,200,2008年第3四半期,,,松山市6区,衣山二丁目,132.742664,33.852907,4
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,衣山,11000000,260000,,135,78000,不整形,12,, ,,,,北,市道,4,第１種住居地域,60,200,2008年第3四半期,,,松山市6区,衣山一丁目,132.746579,33.851753,4
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,空港通,7500000,200000,,125,60000,ほぼ整形,10.8,, ,,,,南,私道,3.8,準工業地域,60,200,2008年第3四半期,,,松山市5区,空港通五丁目,132.733437,33.827818,3
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,空港通,44000000,320000,,460,97000,不整形,16.4,, ,,,,西,市道,9,準工業地域,60,200,2008年第3四半期,,,松山市5区,空港通六丁目,132.730469,33.827805,3
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,下伊台町,9500000,,,220,,ほぼ整形,16.5,110,1981年,木造,住宅,,南東,市道,8,市街化調整区域,70,200,2008年第3四半期,,,松山市8区,下伊台町,132.800807,33.873905,6
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,下伊台町,17000000,,,150,,ほぼ長方形,13.5,90,2008年,木造,住宅,,北東,私道,4.7,市街化調整区域,70,200,2008年第3四半期,,,松山市8区,下伊台町,132.800807,33.873905,6
不動産取引価格情報,農地,,38201,愛媛県,松山市,下伊台町,1000000,,,810,,,,, ,,,,,,,,,,2008年第3四半期,,,松山市8区,下伊台町,132.800807,33.873905,6
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,下伊台町,30000000,,,670,,ほぼ整形,47.5,140,1983年,木造,住宅,,北西,道路,3,市街化調整区域,70,200,2008年第3四半期,,,松山市8区,下伊台町,132.800807,33.873905,6
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,下伊台町,7600000,150000,,170,45000,ほぼ長方形,10.5,, ,,,,北東,私道,5,市街化調整区域,70,200,2008年第3四半期,,,松山市8区,下伊台町,132.800807,33.873905,6
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,下伊台町,250000,8900,,95,2700,不整形,40,, ,,,,南東,市道,6,市街化調整区域,70,200,2008年第3四半期,,,松山市8区,下伊台町,132.800807,33.873905,6
不動産取引価格情報,中古マンション等,,38201,愛媛県,松山市,新立町,14000000,,３ＬＤＫ,65,,,,,1998年,ＳＲＣ,住宅,,,,,第１種住居地域,60,200,2008年第3四半期,未改装,調停・競売等,松山市3区,新立町,132.781231,33.837699,1
不動産取引価格情報,中古マンション等,,38201,愛媛県,松山市,新立町,17000000,,３ＬＤＫ,70,,,,,1998年,ＳＲＣ,住宅,,,,,第１種住居地域,60,200,2008年第3四半期,未改装,,松山市3区,新立町,132.781231,33.837699,1
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,新浜町,17000000,,,270,,ほぼ台形,22,150,1979年,木造,住宅,,南,私道,4,第１種住居地域,60,200,2008年第3四半期,,,松山市17区,新浜町,132.712658,33.875823,15
不動産取引価格情報,宅地(土地と建物),商業地,38201,愛媛県,松山市,住吉,20000000,,,250,,ほぼ長方形,8.5,480,1971年,鉄骨造,住宅、店舗,,北,市道,4.5,商業地域,80,400,2008年第3四半期,,,松山市20区,住吉一丁目,132.717984,33.863883,15
不動産取引価格情報,宅地(土地と建物),商業地,38201,愛媛県,松山市,住吉,13000000,,,250,,ほぼ長方形,17.4,900,1979年,鉄骨造,共同住宅、店舗,,南,国道,12,商業地域,80,400,2008年第3四半期,,調停・競売等,松山市20区,住吉一丁目,132.717984,33.863883,15
不動産取引価格情報,中古マンション等,,38201,愛媛県,松山市,住吉,3200000,,１ＤＫ,25,,,,,1995年,ＳＲＣ,住宅,,,,,商業地域,80,400,2008年第3四半期,,,松山市20区,住吉二丁目,132.715403,33.86424,15
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,高木町,7500000,,,160,,ほぼ長方形,15,110,1987年,軽量鉄骨造,住宅,,北,市道,4,市街化調整区域,70,200,2008年第3四半期,,,松山市19区,高木町,132.744869,33.884155,17
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,高砂町,16000000,400000,,130,120000,ほぼ長方形,10,, ,,,,北,私道,4,第１種住居地域,60,200,2008年第3四半期,,,松山市7区,高砂町四丁目,132.762225,33.855117,5
不動産取引価格情報,中古マンション等,,38201,愛媛県,松山市,竹原,13000000,,２ＬＤＫ,55,,,,,1995年,ＳＲＣ,住宅,,,,,近隣商業地域,80,300,2008年第3四半期,改装済み,,松山市5区,竹原二丁目,132.752972,33.832462,3
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,谷町,22000000,,,115,,台形,5.8,80,2008年,木造,住宅,,南東,私道,4,第１種住居地域,60,200,2008年第3四半期,,,松山市12区,久谷町,132.835749,33.715473,10
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,道後緑台,12000000,,,130,,不整形,7.5,45,1969年,木造,住宅,,南,私道,4,第１種中高層住居専用地域,60,200,2008年第3四半期,,関係者間取引,松山市3区,道後緑台,132.78119,33.853353,1
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,西長戸町,16000000,,,105,,台形,10.4,75,1983年,木造,住宅,,西,市道,5.6,第１種低層住居専用地域,50,80,2008年第3四半期,,,松山市18区,西長戸町,132.74164,33.867222,16
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,西長戸町,20000000,,,160,,長方形,10.3,80,1977年,木造,住宅,,南,市道,6.1,第１種低層住居専用地域,50,80,2008年第3四半期,,,松山市18区,西長戸町,132.74164,33.867222,16
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,西垣生町,22000000,,,135,,ほぼ長方形,14.4,100,2008年,木造,住宅,,北,私道,4.2,準工業地域,60,200,2008年第3四半期,,,松山市15区,西垣生町,132.698868,33.81314,13
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,西垣生町,30000000,,,165,,ほぼ長方形,11,130,戦前,木造,住宅,,東,私道,6,準工業地域,60,200,2008年第3四半期,,,松山市15区,西垣生町,132.698868,33.81314,13
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,西垣生町,18000000,,,120,,ほぼ長方形,12,105,1990年,木造,住宅,,南,道路,4,準工業地域,60,200,2008年第3四半期,,,松山市15区,西垣生町,132.698868,33.81314,13
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,西垣生町,29000000,,,160,,ほぼ長方形,10,110,2008年,木造,住宅,,東,私道,6,準工業地域,60,200,2008年第3四半期,,,松山市15区,西垣生町,132.698868,33.81314,13
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,西垣生町,13000000,260000,,170,79000,ほぼ長方形,10,, ,,,,東,私道,4,準工業地域,60,200,2008年第3四半期,,,松山市15区,西垣生町,132.698868,33.81314,13
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,西垣生町,23000000,280000,,260,85000,不整形,9.6,, ,,,,東,市道,4,準工業地域,60,200,2008年第3四半期,,,松山市15区,西垣生町,132.698868,33.81314,13
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,西垣生町,9600000,280000,,115,84000,ほぼ整形,11.3,, ,,,,西,市道,4,準工業地域,60,200,2008年第3四半期,,,松山市15区,西垣生町,132.698868,33.81314,13
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,西垣生町,24000000,,,135,,ほぼ長方形,12.8,95,2008年,木造,住宅,,南,私道,4.2,準工業地域,60,200,2008年第3四半期,,,松山市15区,西垣生町,132.698868,33.81314,13
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,東垣生町,26000000,,,130,,ほぼ長方形,9.2,105,2006年,木造,住宅,,南,市道,6,第１種住居地域,60,200,2008年第3四半期,,,松山市15区,東垣生町,132.713989,33.813622,13
不動産取引価格情報,宅地(土地),宅地見込地,38201,愛媛県,松山市,古川西,37000000,380000,,330,110000,ほぼ長方形,25,, ,,,,東,市道,4,第１種住居地域,60,200,2008年第3四半期,,,松山市14区,古川西一丁目,132.757341,33.810351,12
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,古川西,7500000,410000,,60,120000,ほぼ長方形,,, ,,,,南,道路,4,第１種住居地域,60,200,2008年第3四半期,,,松山市14区,古川西一丁目,132.757341,33.810351,12
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,古川西,22000000,400000,,180,120000,ほぼ長方形,18,, ,,,,北,私道,4,第１種住居地域,60,200,2008年第3四半期,,,松山市14区,古川西三丁目,132.75711,33.805628,12
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,古川西,10000000,410000,,85,120000,ほぼ長方形,12.5,, ,,,,南東,私道,4,第１種住居地域,60,200,2008年第3四半期,,,松山市14区,古川西二丁目,132.757757,33.808667,12
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,古川西,17000000,420000,,130,130000,ほぼ長方形,8.5,, ,,,,南,私道,4,第１種住居地域,60,200,2008年第3四半期,,,松山市14区,古川西一丁目,132.757341,33.810351,12
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,古川西,38000000,420000,,300,130000,ほぼ長方形,18,, ,,,,南,私道,4,第１種住居地域,60,200,2008年第3四半期,,,松山市14区,古川西三丁目,132.75711,33.805628,12
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,古川西,15000000,410000,,120,120000,ほぼ長方形,13.5,, ,,,,南,道路,4,第１種住居地域,60,200,2008年第3四半期,,,松山市14区,古川西三丁目,132.75711,33.805628,12
不動産取引価格情報,宅地(土地),宅地見込地,38201,愛媛県,松山市,別府町,81000000,200000,,1300,60000,不整形,28.8,, ,,,,北,市道,5,第１種住居地域,60,200,2008年第3四半期,,,松山市17区,別府町,132.720687,33.846042,15
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,保免西,15000000,210000,,230,65000,ほぼ長方形,11,, ,,,,西,私道,3,市街化調整区域,70,200,2008年第3四半期,,私道を含む取引,松山市15区,保免西一丁目,132.744291,33.817789,13
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,松前町,11000000,470000,,75,140000,長方形,8.5,, ,,,,北,市道,5.6,商業地域,80,400,2008年第3四半期,,,松山市2区,松前町三丁目,132.75765,33.846359,0
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,水泥町,20000000,300000,,220,91000,ほぼ長方形,12,, ,,,,西,市道,4,市街化調整区域,70,200,2008年第3四半期,,,松山市9区,水泥町,132.827011,33.802946,7
不動産取引価格情報,宅地(土地),住宅地,38201,愛媛県,松山市,水泥町,30000000,400000,,250,120000,ほぼ長方形,16.7,, ,,,,南,市道,8.5,近隣商業地域,80,200,2008年第3四半期,,,松山市9区,水泥町,132.827011,33.802946,7
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,水泥町,25000000,,,155,,長方形,11,160,1999年,木造,住宅,,西,私道,4,第１種住居地域,60,200,2008年第3四半期,,,松山市9区,水泥町,132.827011,33.802946,7
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,南斎院町,32000000,,,145,,ほぼ長方形,9.5,105,2008年,木造,住宅,,南,市道,5,第１種低層住居専用地域,50,80,2008年第3四半期,,,松山市16区,南斎院町,132.733785,33.841852,14
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,南斎院町,27000000,,,115,,ほぼ正方形,10.7,100,2008年,木造,住宅,,東,私道,4,第１種住居地域,60,200,2008年第3四半期,,,松山市16区,南斎院町,132.733785,33.841852,14
不動産取引価格情報,農地,,38201,愛媛県,松山市,南斎院町,56000000,,,1100,,,,, ,,,,,,,,,,2008年第3四半期,,,松山市16区,南斎院町,132.733785,33.841852,14
