PriceCategory,Type,Region,MunicipalityCode,Prefecture,Municipality,DistrictName,TradePrice,PricePerUnit,FloorPlan,Area,UnitPrice,LandShape,Frontage,TotalFloorArea,BuildingYear,Structure,Use,Purpose,Direction,Classification,Breadth,CityPlanning,CoverageRatio,FloorAreaRatio,Period,Renovation,Remarks,Bzone,S_NAME_ref,lon_ref,lat_ref,choice_zone,選択ゾーン,Year
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,小坂,120000000,,,310,387096.77419354836,ほぼ長方形,15.0,590.0,2008年,ＲＣ,共同住宅,,南,市道,4.0,第１種住居地域,60.0,200.0,2008年第4四半期,,,松山市4区,小坂二丁目,132.781365,33.832716,2.0,[np.float64(3.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,小坂,29000000,,,155,187096.7741935484,ほぼ台形,10.7,195.0,1988年,鉄骨造,共同住宅,,北,道路,4.0,第１種住居地域,60.0,200.0,2008年第4四半期,,,松山市4区,小坂五丁目,132.78074,33.825635,2.0,[np.float64(3.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,小坂,19000000,,,210,90476.19047619047,ほぼ正方形,14.0,230.0,1960年,木造、ブロック造,住宅、事務所、倉庫,,西,市道,4.0,近隣商業地域,80.0,200.0,2008年第4四半期,,,松山市4区,小坂四丁目,132.78088,33.828343,2.0,[np.float64(3.0)],2008
不動産取引価格情報,宅地(土地と建物),商業地,38201,愛媛県,松山市,三番町,44000000,,,110,400000.0,長方形,8.0,420.0,1984年,ＲＣ,共同住宅、店舗,,南,市道,6.0,商業地域,80.0,400.0,2008年第4四半期,,,松山市2区,三番町八丁目,132.752895,33.838251,0.0,"[np.float64(0.0), np.float64(2.0), np.float64(5.0)]",2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,清水町,43000000,,,270,159259.25925925927,ほぼ長方形,8.0,105.0,1993年,木造,住宅,,南,市道,6.0,近隣商業地域,80.0,300.0,2008年第4四半期,,,松山市7区,清水町三丁目,132.765727,33.852557,5.0,[np.float64(7.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,高岡町,20000000,,,135,148148.14814814815,台形,8.1,120.0,2004年,木造,住宅,,東,市道,5.0,準工業地域,60.0,200.0,2008年第4四半期,,,松山市16区,高岡町,132.71921,33.830988,14.0,[np.float64(11.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,高岡町,15000000,,,175,85714.28571428571,ほぼ整形,13.0,105.0,1976年,木造,住宅,,北,私道,4.0,第１種住居地域,60.0,200.0,2008年第4四半期,,,松山市16区,高岡町,132.71921,33.830988,14.0,[np.float64(11.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,高浜町,10000000,,,155,64516.12903225807,長方形,9.5,95.0,1979年,木造,住宅,,東,私道,4.0,第１種住居地域,60.0,200.0,2008年第4四半期,,,松山市20区,高浜町四丁目,132.704192,33.885716,15.0,[np.float64(15.0)],2008
不動産取引価格情報,宅地(土地と建物),商業地,38201,愛媛県,松山市,千舟町,43000000,,,105,409523.8095238095,台形,17.0,380.0,1981年,鉄骨造,共同住宅、事務所、店舗,,南,市道,22.0,商業地域,80.0,400.0,2008年第4四半期,,,松山市1区,千舟町三丁目,132.768811,33.836756,0.0,"[np.float64(0.0), np.float64(2.0), np.float64(5.0)]",2008
不動産取引価格情報,中古マンション等,,38201,愛媛県,松山市,千舟町,17000000,,４ＬＤＫ,95,178947.36842105264,,,,1982年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2008年第4四半期,未改装,,松山市5区,千舟町一丁目,132.773705,33.836748,3.0,"[np.float64(0.0), np.float64(2.0), np.float64(5.0)]",2008
不動産取引価格情報,宅地(土地と建物),商業地,38201,愛媛県,松山市,千舟町,15000000,,,100,150000.0,ほぼ長方形,7.4,410.0,1975年,鉄骨造、ブロック造,住宅、事務所,,北,市道,20.0,商業地域,80.0,400.0,2008年第4四半期,,,松山市1区,千舟町四丁目,132.766252,33.836826,0.0,"[np.float64(0.0), np.float64(2.0), np.float64(5.0)]",2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,土居田町,12000000,,,100,120000.0,ほぼ長方形,6.7,95.0,1981年,木造,住宅,,西,私道,4.0,第１種住居地域,60.0,200.0,2008年第4四半期,,,松山市15区,土居田町,132.741397,33.824464,13.0,[np.float64(4.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,土居田町,7500000,,,135,55555.555555555555,ほぼ整形,,90.0,1962年,木造,住宅,,東,道路,3.0,近隣商業地域,80.0,200.0,2008年第4四半期,,,松山市15区,土居田町,132.741397,33.824464,13.0,[np.float64(4.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,中村,6600000,,,65,101538.46153846153,ほぼ長方形,9.0,65.0,1979年,木造,住宅,,北,私道,4.0,第１種住居地域,60.0,200.0,2008年第4四半期,,,松山市27区,立岩中村,132.85607,33.970293,18.0,[np.float64(3.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,針田町,28000000,,,260,107692.30769230769,ほぼ整形,15.2,210.0,1997年,木造,住宅,,南,私道,4.0,第１種住居地域,60.0,200.0,2008年第4四半期,,,松山市15区,針田町,132.735893,33.822395,13.0,[np.float64(4.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,東長戸,9900000,,,100,99000.0,ほぼ長方形,,85.0,1979年,木造,住宅,,南,私道,4.0,第１種住居地域,60.0,200.0,2008年第4四半期,,,松山市18区,東長戸三丁目,132.749084,33.870443,16.0,[np.float64(16.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,東長戸,17000000,,,125,136000.0,ほぼ長方形,8.2,80.0,1990年,木造,住宅,,北,道路,6.0,第１種低層住居専用地域,50.0,80.0,2008年第4四半期,,私道を含む取引,松山市18区,東長戸二丁目,132.748993,33.86705,16.0,[np.float64(16.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,古川北,44000000,,,165,266666.6666666667,ほぼ整形,10.5,125.0,2008年,木造,住宅,,南,私道,4.8,第１種住居地域,60.0,200.0,2008年第4四半期,,,松山市13区,古川北二丁目,132.764321,33.812719,11.0,[np.float64(30.0)],2008
不動産取引価格情報,宅地(土地と建物),商業地,38201,愛媛県,松山市,古川北,340000000,,,175,1942857.142857143,不整形,,1200.0,1992年,ＲＣ,共同住宅、倉庫、店舗,,西,県道,9.0,近隣商業地域,80.0,200.0,2008年第4四半期,,,松山市13区,古川北三丁目,132.76436,33.810963,11.0,[np.float64(30.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,古三津,15000000,,,110,136363.63636363635,ほぼ長方形,9.0,70.0,1986年,木造,住宅,,東,私道,5.8,第１種住居地域,60.0,200.0,2008年第4四半期,,,松山市17区,古三津六丁目,132.721454,33.856259,15.0,[np.float64(13.0)],2008
不動産取引価格情報,中古マンション等,,38201,愛媛県,松山市,古三津,9500000,,２ＤＫ,65,146153.84615384616,,,,1994年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2008年第4四半期,改装済み,,松山市17区,古三津一丁目,132.724338,33.85945,15.0,[np.float64(13.0)],2008
不動産取引価格情報,宅地(土地と建物),商業地,38201,愛媛県,松山市,味酒町,39000000,,,130,300000.0,ほぼ長方形,7.0,330.0,1993年,ＲＣ,住宅,,北,市道,6.0,商業地域,80.0,500.0,2008年第4四半期,,調停・競売等,松山市2区,味酒町一丁目,132.755815,33.841649,0.0,"[np.float64(5.0), np.float64(6.0)]",2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,南久米町,25000000,,,240,104166.66666666667,不整形,11.0,200.0,1984年,鉄骨造,住宅、事務所,,南,道路,11.0,近隣商業地域,80.0,200.0,2008年第4四半期,,調停・競売等,松山市11区,南久米町,132.801378,33.823526,9.0,[np.float64(23.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,南久米町,55000000,,,450,122222.22222222222,不整形,24.3,300.0,1985年,鉄骨造,共同住宅,,西,道路,4.0,第１種低層住居専用地域,50.0,80.0,2008年第4四半期,,,松山市11区,南久米町,132.807768,33.821737,9.0,[np.float64(23.0)],2008
不動産取引価格情報,中古マンション等,,38201,愛媛県,松山市,南久米町,14000000,,３ＬＤＫ,65,215384.61538461538,,,,1997年,ＳＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2008年第4四半期,未改装,,松山市11区,南久米町,132.801378,33.823526,9.0,[np.float64(23.0)],2008
不動産取引価格情報,中古マンション等,,38201,愛媛県,松山市,南町,18000000,,３ＬＤＫ,70,257142.85714285713,,,,1992年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2008年第4四半期,未改装,,松山市3区,南町一丁目,132.78171,33.846442,1.0,[np.float64(9.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,南町,27000000,,,185,145945.94594594595,長方形,14.3,75.0,1962年,木造,住宅,,東,私道,4.0,第１種住居地域,60.0,200.0,2008年第4四半期,,,松山市3区,南町二丁目,132.779389,33.846459,1.0,[np.float64(9.0)],2008
不動産取引価格情報,中古マンション等,,38201,愛媛県,松山市,宮西,19000000,,２ＬＤＫ,65,292307.6923076923,,,,2005年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2008年第4四半期,未改装,,松山市6区,宮西一丁目,132.752724,33.845754,4.0,[np.float64(6.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,森松町,24000000,,,120,200000.0,ほぼ整形,9.8,90.0,2009年,木造,住宅,,東,私道,4.0,第２種中高層住居専用地域,60.0,200.0,2008年第4四半期,,,松山市14区,森松町,132.793078,33.790328,12.0,[np.float64(29.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,山越,6300000,,,340,18529.41176470588,不整形,,60.0, ,木造,住宅,,東,市道,4.0,第２種中高層住居専用地域,60.0,200.0,2008年第4四半期,,調停・競売等,松山市7区,山越一丁目,132.75623,33.857631,5.0,[np.float64(7.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,山越,21000000,,,140,150000.0,ほぼ整形,10.0,130.0,1971年,軽量鉄骨造,住宅,,東,市道,4.0,,60.0,200.0,2008年第4四半期,,,松山市7区,山越四丁目,132.755795,33.862562,5.0,[np.float64(7.0)],2008
不動産取引価格情報,宅地(土地と建物),商業地,38201,愛媛県,松山市,余戸南,80000000,,,710,112676.05633802817,ほぼ台形,25.0,230.0,1987年,木造,店舗,,北西,国道,24.0,近隣商業地域,80.0,200.0,2008年第4四半期,,,松山市15区,余戸南四丁目,132.727948,33.809488,13.0,[np.float64(20.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,南白水,30000000,,,220,136363.63636363635,長方形,14.0,115.0,2008年,木造,住宅,,西,私道,6.0,市街化調整区域,70.0,200.0,2008年第4四半期,,,松山市8区,南白水一丁目,132.785504,33.865245,6.0,[np.float64(26.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,南白水,36000000,,,210,171428.57142857142,長方形,13.0,120.0,2007年,木造,住宅,,北東,市道,14.0,市街化調整区域,70.0,200.0,2008年第4四半期,,,松山市8区,南白水三丁目,132.787942,33.866394,6.0,[np.float64(26.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,宮内,12000000,,,125,96000.0,ほぼ整形,10.0,95.0,1994年,木造,住宅,,東,市道,4.0,都市計画区域外,,,2008年第4四半期,,,松山市27区,宮内,132.789864,33.953889,18.0,[np.float64(38.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,宮内,5500000,,,105,52380.95238095238,ほぼ台形,10.5,80.0,1993年,木造,住宅,,東,市道,4.0,都市計画区域外,,,2008年第4四半期,,,松山市27区,宮内,132.789864,33.953889,18.0,[np.float64(38.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,安城寺町,10000000,,,135,74074.07407407407,ほぼ長方形,11.1,115.0,1992年,木造,住宅,,西,私道,4.3,第１種住居地域,60.0,200.0,2008年第4四半期,,,松山市19区,安城寺町,132.740779,33.877886,17.0,[np.float64(16.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,馬木町,14000000,,,320,43750.0,台形,16.8,280.0,1983年,木造,住宅、店舗,,南,県道,4.7,準工業地域,60.0,200.0,2008年第4四半期,,調停・競売等,松山市19区,馬木町,132.743774,33.892012,17.0,[np.float64(18.0)],2008
不動産取引価格情報,宅地(土地と建物),商業地,38201,愛媛県,松山市,大街道,29000000,,,65,446153.8461538461,ほぼ長方形,3.6,120.0,1954年,木造,住宅、店舗,,東,市道,12.0,商業地域,80.0,400.0,2008年第4四半期,,,松山市1区,大街道二丁目,132.770105,33.839822,0.0,"[np.float64(0.0), np.float64(1.0)]",2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,北久米町,22000000,,,200,110000.0,不整形,10.1,240.0,1994年,木造,住宅,,北,道路,3.0,第１種低層住居専用地域,50.0,80.0,2008年第4四半期,,,松山市11区,北久米町,132.801787,33.812875,9.0,[np.float64(23.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,北久米町,20000000,,,170,117647.05882352941,ほぼ長方形,21.5,160.0,1981年,木造,共同住宅,,北西,市道,4.0,第１種低層住居専用地域,50.0,80.0,2008年第4四半期,,,松山市11区,北久米町,132.801615,33.821562,9.0,[np.float64(23.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,北吉田町,38000000,,,165,230303.0303030303,長方形,8.6,145.0,2008年,木造,住宅,,北,市道,4.5,工業地域,60.0,200.0,2008年第4四半期,,,松山市16区,北吉田町,132.7051,33.83741,14.0,[np.float64(11.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,北吉田町,24000000,,,240,100000.0,長方形,11.5,150.0,1993年,木造,住宅,,南,私道,4.0,工業地域,60.0,200.0,2008年第4四半期,,,松山市16区,北吉田町,132.7051,33.83741,14.0,[np.float64(11.0)],2008
不動産取引価格情報,中古マンション等,,38201,愛媛県,松山市,木屋町,11000000,,３ＬＤＫ,60,183333.33333333334,,,,1989年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2008年第4四半期,改装済み,,松山市7区,木屋町三丁目,132.760143,33.852849,5.0,"[np.float64(6.0), np.float64(7.0)]",2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,志津川町,6300000,,,75,84000.0,ほぼ台形,6.8,60.0,1977年,木造,住宅,,西,市道,4.0,市街化調整区域,70.0,200.0,2008年第4四半期,,,松山市18区,志津川町,132.747224,33.878843,16.0,[np.float64(17.0)],2008
不動産取引価格情報,中古マンション等,,38201,愛媛県,松山市,道後湯之町,2300000,,１Ｒ,20,115000.0,,,,1990年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2008年第4四半期,未改装,,松山市22区,道後湯之町,132.785435,33.851256,1.0,[np.float64(9.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,畑寺,24000000,,,130,184615.38461538462,ほぼ正方形,11.0,115.0,2004年,鉄骨造,住宅,,南,市道,4.0,第１種中高層住居専用地域,60.0,200.0,2008年第4四半期,,,松山市10区,畑寺一丁目,132.800396,33.83335,8.0,[np.float64(8.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,畑寺,10000000,,,115,86956.52173913043,ほぼ台形,12.0,85.0,1989年,木造,住宅,,東,私道,4.0,第１種中高層住居専用地域,60.0,200.0,2008年第4四半期,,,松山市10区,畑寺町,132.808304,33.832816,8.0,[np.float64(8.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,堀江町,4300000,,,120,35833.333333333336,ほぼ長方形,13.0,80.0,1975年,木造,住宅,,南東,市道,4.0,第１種住居地域,60.0,200.0,2008年第4四半期,,,松山市19区,堀江町,132.754013,33.907094,17.0,[np.float64(19.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,堀江町,13000000,,,130,100000.0,長方形,9.9,95.0,1995年,木造,住宅,,北,私道,4.2,第１種住居地域,60.0,200.0,2008年第4四半期,,,松山市19区,堀江町,132.754013,33.907094,17.0,[np.float64(19.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,堀江町,6800000,,,140,48571.42857142857,不整形,8.0,80.0,1977年,木造,住宅,,西,私道,5.0,準工業地域,60.0,200.0,2008年第4四半期,,,松山市19区,堀江町,132.754013,33.907094,17.0,[np.float64(19.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,堀江町,30000000,,,1100,27272.727272727272,ほぼ整形,22.4,660.0,1990年,鉄骨造,倉庫,,南東,市道,4.0,第１種住居地域,60.0,200.0,2008年第4四半期,,調停・競売等,松山市19区,堀江町,132.754013,33.907094,17.0,[np.float64(19.0)],2008
不動産取引価格情報,宅地(土地と建物),商業地,38201,愛媛県,松山市,三津,50000000,,,330,151515.15151515152,ほぼ長方形,12.3,470.0,2003年,鉄骨造,工場、事務所,,西,国道,12.0,商業地域,80.0,400.0,2008年第4四半期,,,松山市17区,古三津町,132.727777,33.85413,15.0,[np.float64(14.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,南江戸,50000000,,,260,192307.6923076923,ほぼ整形,11.8,165.0,1997年,軽量鉄骨造,住宅,,西,市道,4.0,第１種住居地域,60.0,200.0,2008年第4四半期,,,松山市5区,南江戸二丁目,132.747443,33.836973,3.0,[np.float64(5.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,和気町,9000000,,,350,25714.285714285714,ほぼ台形,12.0,770.0,2004年,木造,作業場、その他,,北西,私道,5.0,市街化調整区域,70.0,200.0,2008年第4四半期,,,松山市19区,和気町二丁目,132.731594,33.899065,17.0,[np.float64(18.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,和気町,10000000,,,280,35714.28571428572,ほぼ台形,22.0,140.0,1975年,木造,住宅,,南,私道,4.0,第１種住居地域,60.0,200.0,2008年第4四半期,,調停・競売等,松山市19区,和気町一丁目,132.738071,33.893385,17.0,[np.float64(18.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,和気町,5500000,,,185,29729.72972972973,ほぼ台形,22.7,70.0,1968年,ブロック造,倉庫,,南,県道,13.5,第１種住居地域,60.0,200.0,2008年第4四半期,,調停・競売等,松山市19区,和気町一丁目,132.738071,33.893385,17.0,[np.float64(18.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,青葉台,34000000,,,195,174358.97435897434,ほぼ正方形,14.5,140.0,2006年,木造,住宅,,南東,市道,4.7,市街化調整区域,50.0,80.0,2008年第4四半期,,,松山市17区,青葉台,132.735376,33.857693,15.0,[np.float64(13.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,河野中須賀,17000000,,,135,125925.92592592593,不整形,9.5,95.0,2009年,木造,住宅,,東,市道,5.5,第１種住居地域,60.0,200.0,2008年第4四半期,,,松山市27区,河野中須賀,132.770929,33.947036,18.0,[np.float64(38.0)],2008
不動産取引価格情報,宅地(土地と建物),商業地,38201,愛媛県,松山市,河野中須賀,10000000,,,310,32258.064516129034,不整形,17.0,50.0,1986年,木造,倉庫,,西,県道,9.1,第１種住居地域,60.0,200.0,2008年第4四半期,,関係者間取引,松山市27区,河野中須賀,132.770929,33.947036,18.0,[np.float64(38.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,河野中須賀,9700000,,,250,38800.0,ほぼ長方形,15.0,105.0,1979年,木造,店舗,,北,市道,6.0,第１種住居地域,60.0,200.0,2008年第4四半期,,調停・競売等,松山市27区,河野中須賀,132.770929,33.947036,18.0,[np.float64(38.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,光洋台,12000000,,,290,41379.31034482759,ほぼ長方形,17.5,100.0,1977年,木造,住宅,,北東,市道,6.0,市街化調整区域,70.0,200.0,2008年第4四半期,,,松山市27区,光洋台,132.763069,33.921519,18.0,[np.float64(39.0)],2008
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,石風呂町,11000000,,,165,66666.66666666667,ほぼ長方形,12.4,110.0,1986年,鉄骨造,住宅,,北東,市道,5.0,第１種低層住居専用地域,50.0,80.0,2009年第1四半期,,,松山市17区,石風呂町,132.716727,33.870759,15.0,[np.float64(15.0)],2009
不動産取引価格情報,中古マンション等,,38201,愛媛県,松山市,祝谷東町,2200000,,１Ｋ,20,110000.0,,,,1991年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第1四半期,未改装,,松山市3区,祝谷東町,132.786991,33.859081,1.0,[np.float64(9.0)],2009
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,祝谷東町,16000000,,,200,80000.0,ほぼ長方形,13.6,110.0,1980年,木造,住宅,,南,私道,4.0,第１種中高層住居専用地域,60.0,200.0,2009年第1四半期,,,松山市3区,祝谷東町,132.786991,33.859081,1.0,[np.float64(9.0)],2009
不動産取引価格情報,中古マンション等,,38201,愛媛県,松山市,大手町,3500000,,１Ｋ,20,175000.0,,,,1991年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2009年第1四半期,未改装,,松山市2区,大手町二丁目,132.75355,33.839804,0.0,[np.float64(5.0)],2009
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,小栗,27000000,,,145,186206.89655172414,ほぼ長方形,14.2,95.0,2000年,木造,住宅,,東,市道,4.3,第１種住居地域,60.0,200.0,2009年第1四半期,,,松山市15区,小栗町,132.750568,33.825999,13.0,[np.float64(4.0)],2009
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,上伊台町,7200000,,,520,13846.153846153846,不整形,40.0,, ,木造,倉庫,,南,農道,3.0,市街化調整区域,70.0,200.0,2009年第1四半期,,,松山市8区,上伊台町,132.806376,33.889874,6.0,[np.float64(26.0)],2009
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,鴨川,31000000,,,130,238461.53846153847,ほぼ正方形,11.0,90.0,2009年,木造,住宅,,西,私道,4.0,第１種低層住居専用地域,50.0,80.0,2009年第1四半期,,,松山市18区,鴨川二丁目,132.750936,33.873953,16.0,"[np.float64(16.0), np.float64(17.0)]",2009
不動産取引価格情報,中古マンション等,,38201,愛媛県,松山市,来住町,13000000,,４ＬＤＫ,80,162500.0,,,,2000年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2009年第1四半期,未改装,,松山市11区,来住町,132.800191,33.806067,9.0,[np.float64(23.0)],2009
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,来住町,24000000,,,165,145454.54545454544,不整形,17.8,105.0,1999年,木造,住宅,,南東,道路,4.0,第１種低層住居専用地域,50.0,80.0,2009年第1四半期,,,松山市11区,来住町,132.800191,33.806067,9.0,[np.float64(23.0)],2009
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,北斎院町,20000000,,,130,153846.15384615384,長方形,9.2,85.0,1994年,木造,住宅,,南,私道,4.0,第１種住居地域,60.0,200.0,2009年第1四半期,,,松山市16区,北斎院町,132.725208,33.838992,14.0,[np.float64(10.0)],2009
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,北斎院町,12000000,,,110,109090.90909090909,ほぼ長方形,8.9,85.0,1996年,木造,住宅,,西,私道,4.0,第１種低層住居専用地域,50.0,80.0,2009年第1四半期,,,松山市16区,北斎院町,132.725208,33.838992,14.0,[np.float64(10.0)],2009
不動産取引価格情報,中古マンション等,,38201,愛媛県,松山市,北持田町,20000000,,２ＬＤＫ,80,250000.0,,,,1999年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2009年第1四半期,改装済み,,松山市3区,北持田町,132.777282,33.844585,1.0,[np.float64(1.0)],2009
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,久保田町,20000000,,,130,153846.15384615384,ほぼ長方形,7.0,85.0,2008年,木造,住宅,,北,私道,4.0,第１種住居地域,60.0,200.0,2009年第1四半期,,,松山市15区,久保田町,132.720637,33.822204,13.0,[np.float64(11.0)],2009
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,久保田町,29000000,,,230,126086.95652173914,ほぼ整形,9.1,100.0,2009年,木造,住宅,,北,市道,4.0,市街化調整区域,70.0,200.0,2009年第1四半期,,,松山市15区,久保田町,132.720637,33.822204,13.0,[np.float64(11.0)],2009
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,桑原,26000000,,,130,200000.0,不整形,4.4,110.0,2009年,木造,住宅,,北,道路,3.0,第１種中高層住居専用地域,60.0,200.0,2009年第1四半期,,私道を含む取引,松山市10区,桑原六丁目,132.789197,33.832117,8.0,[np.float64(8.0)],2009
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,浄瑠璃町,23000000,,,170,135294.11764705883,台形,8.2,155.0,1996年,木造,住宅,,北東,道路,3.0,市街化調整区域,70.0,200.0,2009年第1四半期,,,松山市12区,浄瑠璃町,132.814516,33.749811,10.0,[np.float64(32.0)],2009
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,道後今市,69000000,,,1300,53076.92307692308,不整形,20.0,420.0,1951年,木造、ブロック造,その他,,南,市道,3.3,第１種住居地域,60.0,200.0,2009年第1四半期,,調停・競売等,松山市3区,道後今市,132.777511,33.85044,1.0,[np.float64(9.0)],2009
不動産取引価格情報,宅地(土地と建物),商業地,38201,愛媛県,松山市,道後北代,30000000,,,165,181818.18181818182,ほぼ台形,15.0,400.0,1965年,ＲＣ,共同住宅、店舗,,北,市道,4.3,近隣商業地域,80.0,300.0,2009年第1四半期,,,松山市3区,道後北代,132.77774,33.852886,1.0,[np.float64(9.0)],2009
不動産取引価格情報,宅地(土地と建物),商業地,38201,愛媛県,松山市,二番町,51000000,,,105,485714.28571428574,ほぼ長方形,8.0,195.0,1999年,鉄骨造,店舗,,西,市道,6.0,商業地域,80.0,500.0,2009年第1四半期,,,松山市3区,二番町二丁目,132.771314,33.839622,1.0,"[np.float64(0.0), np.float64(1.0)]",2009
不動産取引価格情報,中古マンション等,,38201,愛媛県,松山市,本町,1700000,,１Ｋ,25,68000.0,,,,1981年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第1四半期,未改装,,松山市7区,本町七丁目,132.758735,33.855176,5.0,"[np.float64(5.0), np.float64(6.0), np.float64(7.0)]",2009
不動産取引価格情報,宅地(土地と建物),住宅地,38201,愛媛県,松山市,溝辺町,21000000,,,300,70000.0,ほぼ台形,19.0,240.0,1991年,木造,住宅,,南,市道,5.0,市街化調整区域,70.0,200.0,2009年第1四半期,,,松山市8区,溝辺町,132.809004,33.851193,6.0,[np.float64(24.0)],2009
