accumulation,production,density
50.54239999999999,1476.486666,2.709491978609626
45.87623333333332,1396.3411428,2.6780867346938773
61.453733333333325,1519.467564,2.996832917705736
55.62556666666666,1573.3192476,2.682211055276382
67.83266666666665,1737.9741936000003,3.110845771144279
48.39189999999999,1380.1468944000003,2.12451871657754
62.32776666666666,1645.0915032000003,3.1392525773195876
62.89186666666665,1760.1846024,3.0788888888888892
59.218699999999984,1399.3445604,2.639752475247525
66.98853333333332,1898.1609804000004,2.785821256038647
8.055333333333326,281.24675160000004,0.9263583815028901
63.07389999999999,1786.0401936000003,2.832172949002217
58.45603333333332,1477.6303716000002,2.805479797979798
49.172,1668.6497352000001,2.2792727272727276
58.23749999999999,1560.3590208,2.991756373937677
49.23196666666666,1332.9764664,2.439814385150812
49.51559999999999,1575.403578,2.7749283667621776
63.757766666666654,1692.7350648000001,3.4383378016085793
27.918099999999992,815.7258264000002,1.5977627118644073
63.728266666666656,1910.7790068,2.9746634615384617
57.35243333333333,1573.6731312000004,3.0839999999999996
64.86423333333332,1632.7819644,3.2679500000000004
51.539133333333325,1458.0201684,2.6910427807486634
373.5222666666667,8346.417506400001,7.305926544240401
776.3159333333333,9861.493176000002,14.876571428571431
1683.7990333333335,8857.832174400002,28.262981574539364
400.0923666666667,8076.155090400001,7.569001692047377
587.9301333333334,8708.305392000002,10.37794407894737
1294.6553333333334,10280.700213600001,23.173118811881192
1400.2611666666667,8857.8236184,25.11245733788396
1512.2504666666669,8898.803372400002,27.84742659758204
396.87103333333334,7251.6767256,7.78964586846543
680.4420333333334,8754.7820484,12.6784757118928
100.41696666666665,2422.2309840000003,2.582222222222222
2093.7305000000006,7138.704618000001,35.735066445182724
497.5475666666666,8217.3327924,9.355983050847458
1119.2033000000001,10162.197026400001,20.72013289036545
856.0448666666668,9447.914695200001,15.347252931323283
330.8646,6968.9048892,6.533041958041959
410.51706666666666,8185.345212,8.109652317880796
1880.8617000000002,8170.069686,32.60414309484193
265.20813333333336,6098.713288800001,5.423817567567569
522.0727666666667,8725.737102000001,9.568549747048904
2284.6026,6878.1630228,38.14630718954248
968.1778,9093.5249316,17.47105263157895
433.91026666666664,8332.7189772,8.096176961602673
38.96773333333333,1265.6348268000002,2.204192546583851
44.998366666666655,1400.6563572,2.5675492957746484
47.22299999999999,1375.0946832000002,2.5576826196473554
48.53733333333333,1435.1648436000003,2.514371584699454
57.32649999999998,1581.4347732,3.0092030848329054
50.42149999999999,1515.0620664000003,2.831323155216285
52.91963333333332,1453.7155488,2.9268313953488376
59.94029999999999,1871.1872687999999,3.002086167800454
51.0894,1370.4688116000002,2.4656883116883117
48.77993333333332,1268.1781128000002,2.9477675840978597
7.637699999999995,229.50174600000003,1.230347222222222
49.37216666666666,1505.0704896000002,2.7082706766917295
55.89083333333333,1386.8991804000002,2.750103896103896
