origin,destination,time,dest_alt1,dest_alt2,dest_alt3,value
4,2,43205.48517030339,6,999999,5,1
6,6,43207.73238526101,999999,3,5,1
1,8,43208.50480128919,1,999999,8,1
6,2,43219.5549312624,999999,0,0,1
6,5,43223.47999713665,1,3,1,1
4,0,43226.55674534164,999999,6,3,1
5,1,43226.95432125741,999999,2,7,1
5,3,43226.95432125741,999999,6,2,1
6,0,43230.26836154337,6,999999,6,1
5,8,43235.59067622848,999999,3,6,1
6,1,43235.59067622848,999999,8,2,1
8,1,43235.59067622848,999999,5,5,1
1,1,43236.99279237362,999999,5,3,1
4,3,43237.32918894511,999999,5,5,1
5,6,43239.631158307646,999999,6,3,1
6,6,43239.631158307646,999999,1,6,1
5,3,43240.67691536757,999999,6,1,1
5,2,43243.40526245124,999999,6,3,1
6,0,43251.97912490827,5,999999,6,1
5,2,43252.38697517433,999999,8,5,1
4,0,43254.451558579975,3,0,999999,1
5,3,43261.81608535044,999999,2,5,1
6,6,43261.81608535044,3,999999,6,1
1,5,43266.278921310724,999999,8,2,1
6,5,43266.278921310724,999999,3,6,1
5,5,43267.587155657064,6,3,999999,1
6,6,43267.587155657064,999999,6,1,1
1,5,43269.14495771718,999999,2,3,1
8,6,43269.14495771718,0,999999,8,1
4,5,43269.341055140154,999999,1,3,1
5,4,43269.341055140154,3,999999,5,1
2,5,43270.12723800332,1,999999,0,1
5,6,43270.12723800332,999999,8,0,1
5,1,43270.17134446028,999999,8,3,1
5,6,43270.17134446028,999999,6,0,1
6,2,43270.17134446028,999999,3,2,1
1,8,43271.97062170958,999999,1,0,1
4,4,43277.16388388737,999999,3,1,1
5,2,43277.9213205906,999999,1,6,1
8,3,43277.9213205906,999999,8,5,1
5,3,43285.299976913535,999999,0,1,1
5,5,43285.299976913535,5,4,999999,1
5,6,43285.299976913535,999999,5,1,1
8,5,43285.299976913535,999999,2,1,1
6,6,43285.56091260298,4,999999,1,1
5,0,43289.54036993686,999999,3,5,1
8,3,43289.54036993686,8,999999,1,1
5,5,43292.666934094195,1,999999,2,1
6,8,43292.666934094195,8,999999,5,1
8,5,43293.72649250005,5,1,999999,1
4,1,43294.58454304964,999999,6,3,1
1,0,43295.74568383591,999999,1,8,1
1,2,43295.74568383591,2,999999,6,1
6,5,43295.74568383591,3,999999,2,1
4,8,43298.31355778933,999999,0,5,1
5,5,43302.22959883266,999999,2,0,1
1,2,43302.60145776825,999999,0,5,1
6,3,43307.21935993164,999999,8,6,1
6,6,43307.21935993164,999999,5,3,1
5,2,43315.61882168233,999999,5,6,1
6,5,43315.61882168233,999999,7,0,1
2,5,43317.423461691986,2,1,999999,1
5,2,43317.423461691986,999999,6,1,1
1,6,43320.320723256315,999999,5,6,1
6,8,43320.320723256315,999999,8,5,1
5,3,43333.828471235895,8,999999,6,1
5,1,43340.613320456345,4,999999,8,1
6,0,43340.613320456345,999999,2,5,1
5,2,43345.174557235325,5,999999,1,1
1,0,43345.88616260255,999999,8,8,1
6,8,43345.88616260255,5,999999,6,1
8,5,43345.88616260255,999999,1,6,1
4,6,43348.41020825557,999999,6,0,1
5,1,43348.42499203595,999999,1,8,1
8,8,43348.42499203595,999999,4,5,1
8,7,43356.568841851564,999999,5,2,1
6,0,43360.99260505228,999999,3,5,1
5,0,43370.686681510844,999999,3,2,1
5,8,43370.686681510844,5,999999,8,1
5,3,43373.28826329137,4,999999,6,1
8,3,43373.28826329137,999999,8,7,1
2,2,43375.292516186106,999999,5,3,1
5,8,43376.768687096774,5,999999,4,1
6,7,43376.768687096774,1,2,999999,1
6,5,43381.07017878387,999999,6,4,1
4,8,43382.10291882149,999999,5,5,1
6,4,43382.10291882149,999999,8,5,1
4,4,43385.07632813669,2,2,5,1
4,5,43385.07632813669,999999,1,6,1
5,3,43388.23433798444,6,4,999999,1
6,5,43388.23433798444,6,0,2,1
6,5,43394.39093902633,2,3,999999,1
8,3,43405.58145194248,999999,0,8,1
5,3,43409.55938171001,6,6,0,1
5,3,43409.55938171001,999999,4,2,1
5,5,43409.55938171001,7,999999,5,1
8,2,43411.13885553208,999999,2,5,1
8,8,43411.70574920134,999999,7,2,1
2,3,43413.464756621,1,5,999999,1
6,0,43413.464756621,999999,5,4,1
6,3,43413.464756621,5,999999,6,1
5,6,43422.49978608031,999999,6,5,1
5,7,43422.49978608031,3,999999,8,1
6,3,43422.49978608031,0,6,999999,1
6,0,43433.209403644745,2,999999,8,1
6,5,43433.209403644745,999999,3,0,1
6,3,43434.044482334866,8,2,999999,1
1,8,43439.56636329,999999,6,4,1
1,1,43441.54701337608,3,999999,7,1
8,3,43442.453466888524,1,999999,1,1
4,1,43448.91746238276,2,4,999999,1
6,0,43448.91746238276,999999,6,6,1
1,1,43450.69994335347,999999,7,4,1
5,5,43450.69994335347,999999,8,6,1
5,0,43452.18854126945,5,999999,8,1
5,5,43452.18854126945,999999,3,6,1
6,2,43452.18854126945,999999,8,6,1
6,8,43452.18854126945,999999,2,5,1
5,1,43452.82614672887,999999,6,0,1
2,3,43452.9891010946,0,5,999999,1
6,5,43452.9891010946,999999,8,3,1
5,7,43457.45776797758,999999,0,6,1
5,1,43466.85175984741,999999,6,1,1
1,4,43467.40619092485,0,3,999999,1
5,5,43467.40619092485,2,6,999999,1
6,2,43467.40619092485,2,3,999999,1
6,2,43469.37368553843,999999,3,0,1
6,5,43469.37368553843,999999,999999,4,1
8,0,43469.37368553843,2,999999,6,1
8,6,43469.37368553843,3,6,999999,1
5,4,43469.47550205676,1,2,999999,1
6,6,43469.47550205676,999999,5,8,1
1,4,43471.28574374863,999999,5,3,1
4,5,43471.28574374863,999999,6,3,1
8,2,43471.28574374863,3,999999,2,1
6,5,43472.86240898545,0,999999,8,1
1,8,43476.63842844012,999999,4,0,1
5,0,43476.63842844012,999999,6,3,1
4,1,43477.363508833965,0,2,999999,1
4,2,43477.363508833965,1,5,999999,1
6,4,43477.363508833965,1,999999,3,1
5,7,43482.92831619839,999999,1,6,1
6,3,43482.92831619839,0,1,999999,1
1,5,43484.82688126546,7,8,999999,1
5,1,43484.82688126546,999999,4,6,1
5,4,43484.82688126546,0,999999,3,1
1,5,43486.550672946054,999999,8,2,1
8,7,43486.87428116373,2,999999,5,1
5,1,43488.215659794754,999999,7,0,1
5,6,43488.215659794754,999999,2,3,1
6,0,43499.08231375934,999999,7,8,1
8,5,43512.99989848618,999999,8,0,1
6,2,43516.7170420294,999999,3,4,1
8,4,43516.7170420294,999999,2,8,1
5,2,43516.94288288613,999999,6,1,1
6,3,43516.94288288613,999999,0,5,1
6,6,43516.94288288613,4,6,6,1
5,5,43517.465946588105,6,999999,3,1
1,0,43522.70076340461,5,3,999999,1
1,5,43522.70076340461,3,999999,8,1
1,5,43522.70076340461,999999,8,4,1
5,6,43522.70076340461,999999,5,6,1
5,8,43522.70076340461,999999,6,3,1
1,4,43525.430403800754,999999,2,3,1
5,5,43525.430403800754,6,8,4,1
8,0,43525.430403800754,999999,1,2,1
8,6,43525.430403800754,5,8,3,1
8,3,43527.9562356531,7,1,6,1
1,1,43532.52275520966,999999,3,8,1
4,0,43532.52275520966,999999,6,5,1
6,5,43532.52275520966,999999,6,3,1
5,3,43536.95402418544,4,999999,6,1
5,3,43541.24070712514,999999,1,5,1
6,2,43541.24070712514,999999,5,3,1
1,5,43545.89234226845,999999,5,2,1
