accumulation,production
72.8571111111111,94.95426828301284
81.6681111111111,85.57895832907754
66.01222222222222,88.00936982738979
70.67566666666667,81.16608934926894
51.64911111111111,77.41128165433588
62.91677777777777,71.63522264263437
63.86044444444444,89.40691430478797
68.4161111111111,85.04076556654086
58.83433333333333,91.65306981055667
57.093999999999994,73.58356751783015
43.03022222222222,88.26584586734658
73.81599999999997,82.05332354015843
49.962444444444436,60.02805426391211
49.14544444444444,77.5605862633126
32.789333333333325,55.24593071823356
56.648333333333326,68.5064734120982
42.736777777777775,77.85578840780411
69.076,80.88291434941318
51.669999999999995,67.29437856829509
63.53488888888889,80.1741851521762
63.96177777777777,80.57926348381478
75.25688888888888,84.39962742055508
59.969222222222214,73.31745562820437
56.71166666666666,82.7679475745376
70.95688888888887,75.67659449340897
62.57622222222221,77.0590222998945
64.12133333333333,79.678617541225
42.44833333333332,64.49845535280699
55.990444444444435,77.63226127033762
59.889777777777766,69.88989582454761
45.64366666666666,64.05074971681755
7.398666666666665,42.413510874915346
66.46155555555555,84.87918086223863
67.60633333333334,84.04046021070853
47.34555555555555,63.14541050324085
53.477666666666664,72.30959218522251
50.88422222222222,73.4679721583848
64.71277777777777,81.83657004322004
64.41733333333332,77.43877726153613
60.3251111111111,78.01998169116808
61.78922222222222,72.13014090892642
57.340888888888884,90.22759928832312
72.87277777777777,76.75376726311781
65.01255555555555,80.71185122543748
72.97088888888888,72.36436668843339
57.107,65.54622364892013
58.48488888888889,82.16105222642648
63.53777777777777,70.40898906804208
43.067640449438194,69.24435760146953
60.761111111111106,84.41272662038574
67.80355555555555,87.13004773636737
54.209888888888884,72.49809906694058
59.47022222222222,71.11595701726696
60.44999999999999,84.28921009666242
23.989999999999995,48.116147141027504
62.19966666666666,82.58233948904326
59.383111111111106,72.83020630760872
56.196,82.1605573854035
59.053999999999995,90.76194352717266
52.502444444444436,68.00697530422914
64.1241111111111,81.86999286896494
70.25155555555554,81.90482699801524
68.30422222222222,76.57650809137978
33.22288888888888,71.42676756708968
69.3782222222222,90.32286098026458
65.37555555555556,83.52655766342873
55.78333333333333,76.97240537537712
61.31988888888888,76.61634202485858
60.59244444444443,73.67994302623138
46.67144444444443,68.36355547454433
54.31755555555556,76.48245850976262
61.68044444444445,88.1267042573431
48.34866666666666,75.22432154629587
68.34266666666666,103.4667442565709
69.25933333333333,67.77403471591305
64.82433333333333,85.52914504530699
58.584444444444436,66.6144191923535
68.34033333333333,76.58454919617317
60.85188888888889,74.5531063051996
64.72777777777776,78.70358891930711
