origin,destination,time,dest_alt1,dest_alt2,dest_alt3,value
1,0,43201.13768415877,999999,6,5,1
1,6,43203.582220499346,0,999999,5,1
5,3,43204.01441252193,999999,0,6,1
6,2,43204.01441252193,3,999999,6,1
4,5,43204.10971606561,999999,0,5,1
6,5,43204.10971606561,6,2,999999,1
1,4,43210.85599196586,6,999999,4,1
5,0,43210.85599196586,999999,2,3,1
8,8,43213.10408221454,1,5,6,1
5,0,43214.42746893931,999999,2,1,1
1,2,43216.34169233485,6,0,5,1
5,5,43216.34169233485,999999,0,2,1
6,5,43216.34169233485,1,0,2,1
4,3,43218.142099929355,999999,5,8,1
5,1,43218.142099929355,6,5,2,1
6,1,43222.62283792708,8,5,2,1
5,5,43231.10699158899,1,999999,0,1
4,6,43233.80056216265,2,999999,2,1
6,5,43233.80056216265,999999,3,1,1
4,2,43235.872476696764,6,5,999999,1
5,0,43235.872476696764,4,999999,8,1
6,2,43235.872476696764,8,999999,6,1
5,0,43237.568132562716,0,999999,8,1
6,6,43241.60477554092,999999,5,3,1
5,6,43242.13706636383,999999,6,1,1
6,6,43242.13706636383,0,2,999999,1
1,2,43243.04800304441,999999,7,0,1
6,6,43243.04800304441,5,999999,3,1
5,4,43246.407621558516,5,999999,4,1
6,0,43246.407621558516,8,999999,3,1
6,2,43253.4970466793,999999,1,5,1
2,5,43257.48027916746,999999,4,3,1
5,0,43257.67097162519,999999,5,5,1
5,1,43257.67097162519,999999,8,5,1
6,2,43262.17665293606,8,0,999999,1
8,1,43264.05173792956,7,999999,1,1
6,8,43264.90263152525,4,6,999999,1
8,3,43264.90263152525,8,6,6,1
5,6,43268.25746485788,999999,1,2,1
2,5,43274.02635276812,0,999999,0,1
8,5,43274.02635276812,999999,1,1,1
5,3,43274.579218695246,2,999999,4,1
5,4,43274.579218695246,999999,5,2,1
6,3,43274.579218695246,999999,6,5,1
5,1,43278.630417062945,0,999999,6,1
5,1,43278.630417062945,999999,8,2,1
5,8,43282.552578413095,2,999999,4,1
8,5,43282.552578413095,0,8,999999,1
8,8,43282.552578413095,999999,5,8,1
5,0,43286.99258193271,999999,6,5,1
5,5,43286.99258193271,3,999999,2,1
2,5,43288.69130175652,999999,4,5,1
6,4,43288.69130175652,999999,8,5,1
5,1,43290.672375116956,999999,6,4,1
1,6,43294.441592743584,999999,8,3,1
5,1,43294.441592743584,8,999999,6,1
6,6,43294.441592743584,999999,5,8,1
6,4,43295.69773305355,999999,8,5,1
8,1,43295.69773305355,5,0,4,1
1,4,43303.92674760354,6,999999,0,1
4,5,43306.08149542243,999999,3,8,1
4,8,43306.08149542243,999999,8,3,1
5,3,43306.4267396581,999999,6,5,1
6,2,43307.20352794911,999999,8,6,1
6,6,43307.20352794911,8,999999,6,1
5,3,43308.565980458596,6,8,999999,1
6,1,43308.565980458596,2,999999,0,1
6,1,43308.565980458596,999999,6,5,1
8,6,43308.565980458596,8,6,999999,1
4,3,43309.39674831334,999999,6,5,1
5,1,43310.88633850343,999999,5,6,1
6,7,43310.88633850343,999999,6,6,1
5,3,43312.182642113905,6,0,999999,1
1,5,43313.399919967014,999999,3,8,1
6,8,43313.399919967014,999999,2,6,1
6,6,43315.06349973057,1,999999,5,1
6,1,43315.082040501824,0,8,999999,1
5,1,43325.004704632265,999999,6,8,1
5,6,43325.004704632265,999999,1,6,1
6,4,43325.004704632265,8,999999,4,1
5,1,43325.98975337077,0,6,999999,1
1,6,43327.3490127557,999999,0,3,1
5,3,43327.3490127557,999999,0,5,1
5,2,43331.00661307504,0,3,999999,1
5,6,43331.00661307504,999999,5,6,1
1,8,43332.56256710992,999999,4,5,1
6,3,43333.33027310572,8,5,999999,1
6,8,43333.33027310572,6,999999,6,1
5,0,43333.61972864089,999999,8,2,1
5,2,43335.5125856314,8,6,999999,1
8,1,43335.5125856314,999999,6,5,1
5,8,43339.2212074495,999999,5,3,1
5,6,43343.90648990019,999999,3,4,1
8,5,43343.90648990019,999999,6,3,1
5,4,43344.853323610725,999999,5,4,1
5,5,43347.113454860635,1,0,999999,1
5,6,43352.14398601448,6,999999,1,1
6,0,43352.14398601448,5,6,999999,1
6,0,43353.100317515025,999999,6,8,1
4,8,43353.6296174483,2,999999,5,1
4,1,43354.828718155564,0,999999,3,1
4,4,43356.56329305535,3,999999,8,1
8,0,43356.56329305535,999999,6,1,1
5,3,43356.80701827478,1,5,999999,1
5,4,43358.49507986654,999999,5,3,1
