origin,destination,time,dest_alt1,dest_alt2,dest_alt3,value
5,2,66827.79115312475,999999,2,4,1
6,3,66827.79115312475,999999,8,0,1
5,3,66837.3757354464,0,4,2,1
6,3,66841.20671150346,999999,1,6,1
6,7,66844.35575513469,8,999999,2,1
6,3,66846.2238809087,999999,6,2,1
5,0,66849.93724284145,999999,8,6,1
8,5,66849.93724284145,999999,8,1,1
5,6,66853.12617625271,4,1,999999,1
1,5,66860.1337800937,999999,8,6,1
6,1,66860.1337800937,999999,0,8,1
6,6,66860.1337800937,999999,0,0,1
6,8,66860.1337800937,999999,5,5,1
6,6,66862.03154810483,999999,5,1,1
1,4,66864.29900648585,999999,5,2,1
5,3,66864.29900648585,999999,6,1,1
6,3,66864.29900648585,999999,4,6,1
5,2,66868.89371587436,5,999999,6,1
5,5,66868.89371587436,5,999999,2,1
1,6,66877.31642652194,999999,0,5,1
8,5,66877.31642652194,6,999999,5,1
2,3,66878.39436579133,999999,2,0,1
1,2,66879.57442760038,999999,5,6,1
6,0,66879.57442760038,999999,1,6,1
6,5,66879.57442760038,999999,5,6,1
6,8,66879.99686204334,999999,5,6,1
1,6,66889.12102538165,1,999999,4,1
5,2,66889.12102538165,999999,6,5,1
6,6,66902.36537670514,8,999999,1,1
5,0,66909.4225187177,4,999999,5,1
5,1,66909.4225187177,999999,1,2,1
5,4,66911.0648050938,999999,1,6,1
1,1,66914.21619524724,999999,5,3,1
5,5,66914.21619524724,999999,4,6,1
4,5,66916.83880537032,999999,3,5,1
5,5,66918.23507133103,999999,5,2,1
6,4,66918.77518363405,999999,0,1,1
5,3,66922.36666864123,999999,6,5,1
5,5,66922.36666864123,999999,6,5,1
1,8,66926.89272525937,4,6,0,1
5,2,66926.89272525937,999999,1,0,1
5,8,66927.39526955663,999999,5,7,1
5,5,66927.87300826986,1,999999,2,1
5,5,66927.87300826986,999999,6,0,1
5,7,66927.87300826986,999999,2,5,1
1,6,66927.92608375056,999999,1,6,1
5,4,66927.92608375056,3,999999,6,1
1,6,66932.5558276322,5,999999,5,1
5,5,66932.5558276322,999999,5,1,1
5,2,66943.62211416016,999999,1,0,1
4,2,66950.90949283542,999999,1,1,1
5,6,66950.90949283542,999999,4,6,1
8,6,66950.90949283542,999999,3,0,1
5,5,66952.25852890077,6,999999,1,1
5,5,66952.25852890077,999999,4,6,1
5,6,66956.86826217918,999999,4,0,1
6,3,66956.86826217918,999999,0,3,1
5,7,66958.50864481162,8,999999,6,1
6,0,66958.50864481162,999999,2,4,1
1,1,66958.60441982144,999999,8,3,1
6,6,66962.49725698262,999999,5,5,1
6,4,66971.41312393297,999999,8,5,1
8,8,66985.24019552745,2,999999,3,1
5,5,66989.7595796605,999999,6,8,1
6,8,66989.7595796605,999999,2,3,1
8,5,66989.7595796605,999999,5,8,1
1,5,66990.08806317639,5,999999,0,1
2,3,66990.08806317639,999999,1,6,1
6,6,66990.08806317639,999999,0,5,1
6,1,67001.33168550543,999999,3,6,1
8,6,67001.33168550543,999999,0,1,1
4,2,67006.6507073552,999999,4,8,1
5,7,67006.6507073552,999999,2,0,1
6,5,67006.6507073552,999999,6,6,1
6,4,67018.1974672378,999999,6,6,1
8,2,67018.97938906071,999999,8,1,1
8,4,67022.00793119014,999999,3,6,1
5,6,67022.08968656253,999999,8,3,1
6,5,67022.08968656253,6,999999,2,1
6,6,67027.11759220925,5,999999,2,1
5,6,67037.9675146855,999999,8,4,1
5,2,67044.69487723429,999999,0,6,1
5,5,67044.69487723429,4,999999,1,1
1,6,67045.20571297903,999999,1,8,1
6,5,67057.54581859315,999999,4,2,1
1,5,67060.1164259994,999999,6,6,1
4,4,67060.1164259994,4,999999,2,1
5,8,67060.1164259994,999999,5,6,1
2,0,67061.16572463904,5,6,999999,1
4,0,67061.16572463904,999999,5,5,1
4,6,67063.71403511899,6,999999,8,1
5,5,67063.71403511899,999999,8,5,1
8,4,67063.71403511899,999999,3,6,1
8,5,67063.71403511899,4,999999,3,1
5,5,67065.31014042017,999999,8,6,1
6,8,67065.31014042017,5,999999,2,1
6,4,67074.75980087131,999999,1,8,1
4,4,67081.6929432848,8,999999,6,1
6,6,67081.6929432848,5,999999,3,1
2,8,67090.54835357342,999999,3,8,1
4,0,67093.01791567545,999999,5,1,1
5,8,67093.01791567545,5,999999,6,1
8,4,67098.95483639321,999999,6,5,1
6,4,67105.10245934852,999999,6,6,1
6,6,67105.10245934852,999999,2,5,1
5,3,67106.19029213056,1,999999,5,1
4,2,67114.28262539198,999999,3,6,1
6,6,67114.28262539198,999999,5,2,1
6,7,67114.28262539198,999999,0,5,1
6,8,67114.28262539198,6,999999,3,1
2,5,67122.49012452278,999999,0,3,1
5,6,67122.49012452278,5,999999,6,1
5,8,67122.49012452278,5,3,999999,1
6,3,67122.85382800459,6,999999,6,1
6,6,67122.85382800459,999999,0,5,1
5,2,67124.12860506633,5,0,999999,1
5,8,67126.76061407373,999999,2,6,1
1,1,67127.52736242363,999999,6,3,1
4,7,67127.52736242363,999999,2,1,1
5,6,67127.52736242363,999999,6,5,1
1,6,67135.19600662074,999999,5,0,1
5,1,67135.19600662074,999999,2,2,1
5,5,67158.29594993356,3,999999,1,1
6,1,67158.29594993356,999999,4,0,1
6,6,67162.87303799888,999999,6,3,1
6,0,67164.05191993504,5,999999,6,1
6,8,67164.05191993504,1,999999,6,1
6,1,67167.68396275939,999999,3,1,1
1,5,67174.16385318294,999999,0,8,1
6,2,67174.16385318294,999999,8,6,1
6,5,67186.6004633567,6,8,999999,1
6,8,67186.6004633567,999999,6,1,1
4,0,67193.944962538,999999,6,7,1
4,2,67193.944962538,999999,8,0,1
6,1,67199.73219995515,999999,6,0,1
6,4,67199.73219995515,999999,5,6,1
5,1,67206.96389569626,999999,6,2,1
8,2,67206.96389569626,999999,0,5,1
8,3,67206.96389569626,0,999999,5,1
1,5,67220.12323719643,999999,5,8,1
6,6,67223.19394252556,999999,4,6,1
8,6,67223.19394252556,999999,7,6,1
5,4,67225.35766630134,999999,6,6,1
5,6,67225.35766630134,1,2,999999,1
1,5,67227.75430159894,999999,4,6,1
6,4,67227.75430159894,999999,5,3,1
1,1,67231.3582162774,999999,6,1,1
5,2,67236.26409614038,999999,6,5,1
6,1,67236.33460642376,999999,6,2,1
1,6,67246.0705132504,999999,3,5,1
6,2,67246.3183674767,5,999999,0,1
8,3,67246.3183674767,999999,4,6,1
6,2,67255.44740054058,999999,4,5,1
8,8,67258.20725388986,1,6,999999,1
1,3,67263.00733854357,999999,1,0,1
5,6,67263.00733854357,1,1,999999,1
4,8,67298.36231156516,999999,1,5,1
5,3,67298.36231156516,999999,7,0,1
5,8,67298.36231156516,999999,4,6,1
8,8,67298.36231156516,999999,2,6,1
4,4,67302.12620029006,999999,5,8,1
5,2,67302.12620029006,999999,0,5,1
6,4,67307.80958023075,999999,5,4,1
6,8,67307.80958023075,8,999999,5,1
8,5,67307.80958023075,999999,6,2,1
5,5,67311.90416101408,999999,7,3,1
6,7,67311.90416101408,3,999999,8,1
5,2,67316.75932376669,8,6,999999,1
2,6,67316.82702170567,8,999999,5,1
5,6,67316.82702170567,5,999999,1,1
5,3,67333.75893538362,999999,4,6,1
6,6,67333.75893538362,6,999999,6,1
5,1,67334.9542161278,999999,4,0,1
6,2,67334.9542161278,999999,0,6,1
8,0,67334.9542161278,5,999999,2,1
6,6,67337.36985412224,999999,8,2,1
5,0,67339.35528890754,2,1,999999,1
6,3,67339.35528890754,999999,1,6,1
6,5,67340.37603414737,999999,3,6,1
1,4,67352.05539670275,999999,5,1,1
5,6,67352.05539670275,6,999999,5,1
6,8,67352.05539670275,999999,6,1,1
5,3,67354.49473886767,999999,5,4,1
8,1,67355.82129449285,5,6,3,1
5,2,67360.13800757515,1,5,999999,1
5,6,67362.92470954152,999999,4,6,1
1,2,67365.04293691766,999999,6,5,1
5,6,67365.04293691766,999999,5,1,1
4,3,67370.2058664637,999999,1,5,1
4,4,67374.74281397868,999999,3,4,1
6,2,67374.74281397868,6,999999,3,1
6,6,67374.74281397868,999999,5,1,1
5,0,67381.50239712532,999999,6,8,1
8,2,67381.50239712532,6,999999,3,1
1,5,67400.99943931331,999999,6,5,1
1,1,67412.7739678211,999999,8,3,1
5,2,67412.7739678211,999999,3,5,1
1,3,67416.04825775098,999999,1,8,1
5,3,67417.54072331464,6,999999,8,1
5,3,67419.8005359775,6,999999,2,1
6,1,67428.20456924825,999999,8,6,1
6,6,67428.20456924825,999999,6,0,1
5,3,67428.96505466702,999999,6,5,1
5,1,67430.12595372253,8,999999,7,1
5,6,67434.81548316497,999999,3,5,1
4,3,67456.13667036078,999999,6,5,1
5,0,67457.27743738267,999999,5,6,1
5,1,67457.27743738267,999999,3,5,1
6,6,67457.27743738267,999999,8,3,1
6,1,67486.515794617,5,5,999999,1
6,1,67486.515794617,999999,6,2,1
5,2,67491.6295100671,999999,0,2,1
5,3,67493.28890948635,6,8,6,1
6,5,67493.28890948635,999999,4,3,1
6,5,67493.28890948635,999999,6,2,1
8,6,67494.50268374817,999999,1,4,1
5,1,67496.49598585146,999999,6,7,1
1,8,67497.9629702442,999999,4,5,1
6,8,67497.9629702442,999999,2,5,1
5,2,67504.42250259007,999999,1,7,1
6,6,67515.48107951938,999999,5,2,1
8,0,67515.48107951938,999999,2,0,1
5,2,67516.52916891464,999999,3,8,1
6,1,67522.26975144746,999999,6,4,1
5,7,67530.69852528695,999999,6,8,1
6,1,67538.20749869045,2,4,5,1
6,6,67538.20749869045,999999,4,6,1
4,1,67539.60897629746,999999,6,2,1
5,6,67551.26659133805,6,8,999999,1
6,6,67576.67823365434,6,999999,5,1
6,3,67579.53396587563,999999,6,5,1
6,3,67591.25503365447,999999,4,6,1
4,1,67595.93031045994,999999,3,6,1
5,1,67595.93031045994,6,999999,6,1
2,6,67596.35977351833,5,999999,3,1
4,2,67596.35977351833,999999,6,5,1
6,8,67596.35977351833,999999,3,0,1
5,2,67598.19424512507,999999,5,4,1
5,7,67598.19424512507,999999,2,1,1
6,6,67598.19424512507,6,999999,1,1
5,2,67601.15736346957,999999,4,1,1
6,6,67601.15736346957,999999,1,5,1
8,6,67601.15736346957,4,999999,3,1
1,0,67602.38824699093,5,999999,5,1
4,5,67602.38824699093,8,999999,5,1
6,1,67603.14411921038,5,999999,4,1
8,1,67603.14411921038,999999,3,6,1
4,2,67603.58295593158,5,999999,6,1
6,6,67603.58295593158,999999,1,6,1
6,5,67611.46849542396,999999,1,6,1
5,1,67642.65687525386,999999,5,4,1
6,0,67642.65687525386,999999,3,5,1
1,5,67643.13532341487,1,999999,3,1
5,5,67643.13532341487,999999,6,6,1
2,5,67650.02193239353,999999,6,8,1
6,5,67651.03674819131,999999,3,5,1
5,6,67660.76403140863,6,999999,6,1
8,1,67660.76403140863,999999,0,2,1
4,1,67663.46175418248,999999,6,4,1
6,3,67663.46175418248,999999,6,1,1
4,2,67664.85030960984,999999,1,0,1
6,1,67664.85030960984,7,999999,6,1
8,6,67665.20551690657,999999,3,5,1
1,3,67692.94246631849,999999,6,6,1
