accumulation,fitted_production
8.196222222222218,22.086147656414802
8.960909090909087,23.867919434705776
9.725595959595955,25.60493353427949
10.490282828282824,27.297856860076052
11.254969696969694,28.947356317035535
12.019656565656561,30.554098810098036
12.78434343434343,32.11875124420365
13.5490303030303,33.641980524292464
14.313717171717169,35.12445355530457
15.078404040404036,36.56683724218005
15.843090909090906,37.969798489859
16.607777777777777,39.33400420328153
17.372464646464643,40.66012128738769
18.137151515151512,41.9488166471176
18.90183838383838,43.20075718741135
19.666525252525247,44.41660981320901
20.43121212121212,45.5970414294507
21.195898989898986,46.74271894107648
21.960585858585855,47.854309253026464
22.725272727272724,48.93247927024074
23.489959595959593,49.97789589765939
24.254646464646463,50.9912260402225
25.019333333333332,51.97313660287016
25.784020202020198,52.92429449054248
26.548707070707067,53.845366608179546
27.313393939393936,54.73701986072143
28.078080808080806,55.59992115310824
28.842767676767675,56.434737390280056
29.607454545454544,57.24213547717697
30.37214141414141,58.02278231873908
31.13682828282828,58.777344819906475
31.90151515151515,59.50648988561924
32.66620202020202,60.21088442081748
33.43088888888889,60.891195330441256
34.19557575757575,61.548089519430675
34.960262626262626,62.18223389272584
35.72494949494949,62.79429535526682
36.489636363636365,63.38494081199373
37.25432323232323,63.95483716784663
38.019010101010096,64.50465132776563
38.78369696969697,65.03505019669082
39.54838383838384,65.54670067956229
40.31307070707071,66.04026968132014
41.07775757575757,66.51642410690444
41.842444444444446,66.97583086125528
42.60713131313131,67.41915684931277
43.37181818181818,67.84706897601697
44.13650505050505,68.26023414630802
44.901191919191916,68.65931926512597
45.66587878787879,69.04499123741093
46.430565656565655,69.41791696810296
47.19525252525253,69.77876336214219
47.95993939393939,70.1281973244687
48.72462626262626,70.46688576002255
49.48931313131313,70.79549557374389
50.254,71.11469367057275
51.01868686868687,71.42514695544926
51.783373737373736,71.72752233331349
52.5480606060606,72.02248670910552
53.312747474747475,72.31070698776549
54.07743434343434,72.59285007423345
54.842121212121214,72.86958287344949
55.60680808080808,73.1415722903537
56.37149494949495,73.40948522988617
57.13618181818182,73.67398859698704
57.900868686868684,73.93574929659634
58.66555555555556,74.1954342336542
59.43024242424242,74.45371031310064
60.194929292929295,74.71124443987584
60.95961616161616,74.96870351891987
61.724303030303034,75.22675445517278
62.4889898989899,75.48606415357469
63.253676767676765,75.74729951906569
64.01836363636363,76.01112745658585
64.78305050505051,76.2782148710753
65.54773737373738,76.54922866747407
66.31242424242424,76.8248357507223
67.07711111111111,77.10570302576009
67.84179797979797,77.39249739752748
68.60648484848485,77.68588577096462
69.37117171717172,77.98653505101153
70.13585858585859,78.29511214260835
70.90054545454547,78.61228395069519
71.66523232323232,78.9387173802121
72.4299191919192,79.27507933609917
73.19460606060606,79.62203672329649
73.95929292929293,79.98025644674415
74.7239797979798,80.35040541138231
75.48866666666667,80.73315052215098
76.25335353535354,81.12915868399021
77.0180404040404,81.53909680184027
77.78272727272727,81.96363178064102
78.54741414141414,82.40343052533277
79.31210101010102,82.85915994085545
80.07678787878788,83.3314869321492
80.84147474747475,83.82107840415412
81.60616161616161,84.32860126181029
82.37084848484848,84.85472241005783
83.13553535353536,85.40010875383682
83.90022222222223,85.96542719808731
