origin,destination,time,dest_alt1,dest_alt2,dest_alt3,value
5,8,43200.97914342091,999999,6,6,1
6,2,43200.97914342091,999999,8,5,1
6,3,43214.030421568845,5,6,999999,1
8,3,43215.32189847982,999999,2,1,1
6,1,43216.19261121417,999999,3,1,1
6,6,43216.19261121417,999999,6,2,1
6,8,43216.19261121417,999999,5,6,1
1,6,43218.985753424255,999999,3,0,1
6,6,43218.985753424255,999999,0,6,1
4,0,43229.89202242203,999999,5,5,1
4,3,43229.89202242203,8,5,0,1
5,6,43240.83097128575,999999,5,2,1
6,5,43240.83097128575,999999,4,6,1
5,5,43240.90815446545,999999,6,5,1
6,6,43240.90815446545,5,4,999999,1
6,4,43243.99775002318,999999,2,5,1
6,5,43253.7185338179,999999,2,5,1
8,4,43253.7185338179,999999,3,5,1
8,5,43253.7185338179,999999,2,1,1
4,6,43261.83621842633,999999,3,2,1
6,0,43261.83621842633,999999,6,3,1
1,5,43268.47149433258,999999,2,1,1
5,6,43268.47149433258,999999,6,5,1
5,1,43276.02587533855,6,999999,5,1
4,4,43277.01706239562,6,999999,0,1
6,2,43277.01706239562,999999,4,0,1
6,0,43277.96083511626,999999,5,6,1
6,1,43277.96083511626,999999,5,1,1
4,2,43278.94986170134,6,999999,6,1
5,6,43278.94986170134,999999,2,5,1
5,4,43285.072053753414,999999,2,3,1
6,1,43285.072053753414,1,6,999999,1
1,5,43286.82897740702,999999,0,6,1
6,4,43286.82897740702,999999,1,2,1
6,2,43292.18972140573,3,999999,5,1
1,6,43295.86617261528,999999,6,8,1
1,5,43301.038871790326,999999,0,3,1
5,6,43301.038871790326,3,999999,5,1
6,5,43301.038871790326,999999,6,0,1
5,5,43307.61962801818,6,999999,2,1
6,1,43307.61962801818,999999,8,5,1
8,6,43307.61962801818,999999,3,8,1
5,6,43312.74995400549,999999,8,3,1
6,1,43312.74995400549,8,3,999999,1
6,6,43312.74995400549,999999,5,8,1
5,3,43313.210908084104,1,5,999999,1
6,0,43333.83559722771,999999,6,6,1
6,6,43333.83559722771,999999,5,1,1
5,1,43336.516634704254,999999,5,8,1
5,0,43347.073580328164,5,999999,8,1
8,2,43347.073580328164,6,3,999999,1
1,0,43348.92000757101,5,999999,2,1
4,8,43348.92000757101,999999,5,2,1
