accumulation,fitted_production
0.0,0.0
29.75520033050259,529.3756382954551
59.51040066100518,1037.5618005700699
89.26560099150777,1524.8838393086555
119.02080132201036,1991.667106996024
148.77600165251295,2438.2369561169853
178.53120198301554,2864.918739156353
208.28640231351812,3272.0378085989364
238.0416026440207,3659.919516929548
267.7968029745233,4028.889216632999
297.5520033050259,4379.2722601940995
327.3072036355285,4711.3940000976645
357.06240396603107,5025.579788828501
386.81760429653366,5322.154978871422
416.57280462703625,5601.444922711241
446.32800495753884,5863.774972832765
476.0832052880414,6109.470481720811
505.838405618544,6338.856801860185
535.5936059490466,6552.259285735702
565.3488062795492,6750.003285832172
595.1040066100518,6932.414154634404
624.8592069405544,7099.817244627217
654.614407271057,7252.537908295414
684.3696076015596,7390.901498123808
714.1248079320621,7515.233366597214
743.8800082625647,7625.858866200441
773.6352085930673,7723.103349418301
803.3904089235699,7807.292168735606
833.1456092540725,7878.750676637165
862.9008095845751,7937.8042256077915
892.6560099150777,7984.778168132295
922.4112102455803,8019.9978566954915
952.1664105760829,8043.788643782184
981.9216109065854,8056.4758818771925
1011.676811237088,8058.384923465323
1041.4320115675905,8049.84112103139
1071.1872118980932,8031.169827060204
1100.942412228596,8002.696394036576
1130.6976125590984,7964.746174445313
1160.4528128896009,7917.644520771236
1190.2080132201036,7861.716785499146
1219.9632135506063,7797.288321113864
1249.7184138811087,7724.684480100197
1279.4736142116112,7644.230614942959
1309.228814542114,7556.2520781269495
1338.9840148726166,7461.074222136991
1368.739215203119,7359.022399457895
1398.4944155336216,7250.421962574475
1428.2496158641243,7135.598263971527
1458.004816194627,7014.876656133877
1487.7600165251295,6888.582491546337
1517.515216855632,6757.041122693712
1547.2704171861346,6620.577902060822
1577.0256175166373,6479.518182132468
1606.7808178471398,6334.187315393465
1636.5360181776423,6184.910654328621
1666.291218508145,6032.013551422757
1696.0464188386477,5875.821359160671
1725.8016191691502,5716.659430027188
1755.5568194996526,5554.853116507109
1785.3120198301554,5390.727771085252
1815.067220160658,5224.608746246425
1844.8224204911605,5056.821394475449
1874.577620821663,4887.691068257112
1904.3328211521657,4717.543120076243
1934.0880214826684,4546.702902417654
1963.8432218131709,4375.495767766161
1993.5984221436734,4204.247068606558
2023.353622474176,4033.2821574236677
2053.1088228046788,3862.9263867023014
2082.864023135181,3693.5051089272674
2112.6192234656837,3525.343676583373
2142.3744237961864,3358.767442155441
2172.129624126689,3194.1017581282736
2201.884824457192,3031.671976986683
2231.640024787694,2871.803451215493
2261.395225118197,2714.821533299485
2291.1504254486995,2561.051575723512
2320.9056257792017,2410.818930972356
2350.6608261097044,2264.448951530825
2380.416026440207,2122.2669898837466
2410.17122677071,1984.598398515928
2439.9264271012125,1851.7685299121872
2469.681627431715,1724.1027365573264
2499.4368277622175,1601.9263709361578
2529.19202809272,1485.564785533474
2558.9472284232224,1375.3433328341437
2588.702428753725,1271.5873653228973
2618.457629084228,1174.6222354846145
2648.2128294147305,1084.7732958040765
2677.9680297452333,1002.365898766096
2707.7232300757355,927.7253968554858
2737.478430406238,861.1771425570582
2767.233630736741,803.0464883556363
2796.988831067243,753.6587867360323
2826.744031397746,713.3393901830077
2856.4992317282486,682.4136511814365
2886.2544320587513,661.2069222161109
2916.009632389254,650.0445557718227
2945.764832719756,649.2519043334257
