accumulation,fitted_production
0.0,0.0
32.52821632967625,672.8809221230689
65.0564326593525,1318.8282395753274
97.58464898902875,1938.2555027058238
130.112865318705,2531.576261863607
162.64108164838123,3099.2040673977262
195.1692979780575,3641.552469657229
227.69751430773374,4159.035018991164
260.22573063741,4652.065265748581
292.7539469670862,5121.056760278528
325.28216329676246,5566.423052930053
357.8103796264387,5988.577694052205
390.338595956115,6387.934233994032
422.86681228579124,6764.906223104584
455.3950286154675,7119.907211732908
487.9232449451437,7453.3507502280545
520.45146127482,7765.650388939071
552.9796776044963,8057.219678215004
585.5078939341724,8328.472168404907
618.0361102638487,8579.821409857825
650.5643265935249,8811.680952922807
683.0925429232012,9024.4643479489
715.6207592528774,9218.585145285158
748.1489755825537,9394.456895280624
780.67719191223,9552.49314828435
813.2054082419062,9693.107454645382
845.7336245715825,9816.713364712774
878.2618409012587,9923.724428835569
910.790057230935,10014.554197362813
943.3182735606111,10089.616220643566
975.8464898902874,10149.324049026864
1008.3747062199636,10194.091232861763
1040.90292254964,10224.331322497308
1073.4311388793162,10240.457868282552
1105.9593552089925,10242.884420566537
1138.4875715386686,10232.024529698318
1171.015787868345,10208.291746026942
1203.5440041980212,10172.099619901457
1236.0722205276975,10123.86170167091
1268.6004368573736,10063.991541684347
1301.1286531870498,9992.902690290826
1333.6568695167261,9911.008697839388
1366.1850858464024,9818.723114679087
1398.7133021760787,9716.45949115897
1431.2415185057548,9604.631377628075
1463.769734835431,9483.652324435458
1496.2979511651074,9353.93588193018
1528.8261674947837,9215.895600461276
1561.35438382446,9069.945030377787
1593.882600154136,8916.497722028782
1626.4108164838124,8755.967225763296
1658.9390328134887,8588.767091930378
1691.467249143165,8415.31087087909
1723.995465472841,8236.012112958464
1756.5236818025173,8051.284368517559
1789.0518981321936,7861.54118790541
1821.58011446187,7667.196121471077
1854.1083307915462,7468.662719563613
1886.6365471212223,7266.3545325320665
1919.1647634508986,7060.6851107254615
1951.692979780575,6852.068004492881
1984.2211961102512,6640.9167641833565
2016.7494124399273,6427.6449401459295
2049.277628769604,6212.666082729652
2081.80584509928,5996.393742283586
2114.334061428956,5779.2414691567765
2146.8622777586324,5561.622813698265
2179.3904940883085,5343.951326257084
2211.918710417985,5126.640557182321
2244.446926747661,4910.104056822988
2276.975143077337,4694.755375528168
2309.5033594070137,4481.008063646884
2342.03157573669,4269.275671528193
2374.5597920663663,4059.9717495211457
2407.0880083960424,3853.5098479747853
2439.6162247257184,3650.3035172381487
2472.144441055395,3450.766307660312
2504.672657385071,3255.311769590306
2537.200873714747,3064.353453377174
2569.7290900444236,2878.304909369986
2602.2573063740997,2697.5796879177856
2634.785522703776,2522.5913393696096
2667.3137390334523,2353.753414074495
2699.8419553631284,2191.4794623815246
2732.370171692805,2036.1830346397228
2764.898388022481,1888.2776811981325
2797.4266043521575,1748.1769524058564
2829.9548206818336,1616.2943986118466
2862.4830370115096,1493.0435701652382
2895.011253341186,1378.8380174150288
2927.539469670862,1274.091290710295
2960.0676860005387,1179.2169404000865
2992.595902330215,1094.6285168334405
3025.124118659891,1020.7395703593811
3057.6523349895674,957.9636513270367
3090.1805513192435,906.7143100853659
3122.70876764892,867.4050969834318
3155.236983978596,840.4495623703501
3187.765200308272,826.2612565950791
3220.2934166379487,825.2537300067606
